year,month,day,hour,pm25,date
2012,1,19,4,486.0,2012-01-19
2012,1,19,5,441.0,2012-01-19
2012,1,19,6,388.0,2012-01-19
2012,1,19,7,351.0,2012-01-19
2012,1,19,8,348.0,2012-01-19
2012,1,19,9,390.0,2012-01-19
2012,1,19,10,405.0,2012-01-19
2012,1,19,11,380.0,2012-01-19
2012,1,19,12,373.0,2012-01-19
2012,1,19,13,379.0,2012-01-19
2012,1,19,14,387.0,2012-01-19
2012,1,19,15,378.0,2012-01-19
2012,1,19,16,399.0,2012-01-19
2012,1,19,17,414.0,2012-01-19
2012,1,19,18,419.0,2012-01-19
2012,1,19,19,436.0,2012-01-19
2012,1,19,20,436.0,2012-01-19
2012,1,19,21,459.0,2012-01-19
2012,1,19,22,494.0,2012-01-19
2012,1,19,23,522.0,2012-01-19
2012,1,20,0,479.0,2012-01-20
2012,1,20,1,315.0,2012-01-20
2012,1,20,2,121.0,2012-01-20
2012,1,20,3,49.0,2012-01-20
2012,1,20,4,52.0,2012-01-20
2012,1,20,5,47.0,2012-01-20
2012,1,20,6,29.0,2012-01-20
2012,1,20,7,17.0,2012-01-20
2012,1,20,8,15.0,2012-01-20
2012,1,20,9,24.0,2012-01-20
2012,1,20,10,22.0,2012-01-20
2012,1,20,11,21.0,2012-01-20
2012,1,20,12,20.0,2012-01-20
2012,1,20,13,22.0,2012-01-20
2012,1,20,14,21.0,2012-01-20
2012,1,20,15,12.0,2012-01-20
2012,1,20,16,13.0,2012-01-20
2012,1,20,17,13.0,2012-01-20
2012,1,20,18,22.0,2012-01-20
2012,1,20,19,16.0,2012-01-20
2012,1,20,20,22.0,2012-01-20
2012,1,20,21,17.0,2012-01-20
2012,1,20,22,21.0,2012-01-20
2012,1,20,23,18.0,2012-01-20
2012,1,21,0,17.0,2012-01-21
2012,1,21,1,10.0,2012-01-21
2012,1,21,2,10.0,2012-01-21
2012,1,21,3,11.0,2012-01-21
2012,1,21,4,11.0,2012-01-21
2012,1,21,5,9.0,2012-01-21
2012,1,21,6,7.0,2012-01-21
2012,1,21,7,10.0,2012-01-21
2012,1,21,8,12.0,2012-01-21
2012,1,21,9,16.0,2012-01-21
2012,1,21,10,21.0,2012-01-21
2012,1,21,11,17.0,2012-01-21
2012,1,21,12,18.0,2012-01-21
2012,1,21,13,20.0,2012-01-21
2012,1,21,14,20.0,2012-01-21
2012,1,21,15,17.0,2012-01-21
2012,1,21,16,13.0,2012-01-21
2012,1,21,17,20.0,2012-01-21
2012,1,21,18,15.0,2012-01-21
2012,1,21,19,14.0,2012-01-21
2012,1,21,20,22.0,2012-01-21
2012,1,21,21,28.0,2012-01-21
2012,1,21,22,20.0,2012-01-21
2012,1,21,23,13.0,2012-01-21
2012,1,22,0,21.0,2012-01-22
2012,1,22,1,29.0,2012-01-22
2012,1,22,2,19.0,2012-01-22
2012,1,22,3,14.0,2012-01-22
2012,1,22,4,11.0,2012-01-22
2012,1,22,5,15.0,2012-01-22
2012,1,22,6,16.0,2012-01-22
2012,1,22,7,16.0,2012-01-22
2012,1,22,8,19.0,2012-01-22
2012,1,22,9,16.0,2012-01-22
2012,1,22,10,21.0,2012-01-22
2012,1,22,11,21.0,2012-01-22
2012,1,22,12,22.0,2012-01-22
2012,1,22,13,20.0,2012-01-22
2012,1,22,14,18.0,2012-01-22
2012,1,22,15,23.0,2012-01-22
2012,1,22,16,35.0,2012-01-22
2012,1,22,17,51.0,2012-01-22
2012,1,22,18,54.0,2012-01-22
2012,1,22,19,68.0,2012-01-22
2012,1,22,20,108.0,2012-01-22
2012,1,22,21,193.0,2012-01-22
2012,1,22,22,182.0,2012-01-22
2012,1,22,23,161.0,2012-01-22
2012,1,23,0,225.0,2012-01-23
2012,1,23,1,994.0,2012-01-23
2012,1,23,2,972.0,2012-01-23
2012,1,23,3,430.0,2012-01-23
2012,1,23,4,296.0,2012-01-23
2012,1,23,5,284.0,2012-01-23
2012,1,23,6,285.0,2012-01-23
2012,1,23,7,223.0,2012-01-23
2012,1,23,8,141.0,2012-01-23
2012,1,23,9,66.0,2012-01-23
2012,1,23,10,33.0,2012-01-23
2012,1,23,11,36.0,2012-01-23
2012,1,23,12,27.0,2012-01-23
2012,1,23,13,27.0,2012-01-23
2012,1,23,14,20.0,2012-01-23
2012,1,23,15,32.0,2012-01-23
2012,1,23,16,24.0,2012-01-23
2012,1,23,17,13.0,2012-01-23
2012,1,23,18,24.0,2012-01-23
2012,1,23,19,88.0,2012-01-23
2012,1,23,20,103.0,2012-01-23
2012,1,23,21,200.0,2012-01-23
2012,1,23,22,157.0,2012-01-23
2012,1,23,23,97.0,2012-01-23
2012,1,24,0,79.0,2012-01-24
2012,1,24,1,14.0,2012-01-24
2012,1,24,2,12.0,2012-01-24
2012,1,24,3,10.0,2012-01-24
2012,1,24,4,8.0,2012-01-24
2012,1,24,5,6.0,2012-01-24
2012,1,24,6,8.0,2012-01-24
2012,1,24,7,11.0,2012-01-24
2012,1,24,8,9.0,2012-01-24
2012,1,24,9,7.0,2012-01-24
2012,1,24,10,10.0,2012-01-24
2012,1,24,11,12.0,2012-01-24
2012,1,24,12,13.0,2012-01-24
2012,1,24,13,13.0,2012-01-24
2012,1,24,14,11.0,2012-01-24
2012,1,24,15,16.0,2012-01-24
2012,1,24,16,15.0,2012-01-24
2012,1,24,17,12.0,2012-01-24
2012,1,24,18,9.0,2012-01-24
2012,1,24,19,18.0,2012-01-24
2012,1,24,20,25.0,2012-01-24
2012,1,24,21,37.0,2012-01-24
2012,1,24,22,85.0,2012-01-24
2012,1,24,23,73.0,2012-01-24
2012,1,25,0,33.0,2012-01-25
2012,1,25,1,45.0,2012-01-25
2012,1,25,2,61.0,2012-01-25
2012,1,25,3,66.0,2012-01-25
2012,1,25,4,50.0,2012-01-25
2012,1,25,5,37.0,2012-01-25
2012,1,25,6,42.0,2012-01-25
2012,1,25,7,43.0,2012-01-25
2012,1,25,8,48.0,2012-01-25
2012,1,25,9,44.0,2012-01-25
2012,1,25,10,50.0,2012-01-25
2012,1,25,11,52.0,2012-01-25
2012,1,25,12,51.0,2012-01-25
2012,1,25,13,47.0,2012-01-25
2012,1,25,14,51.0,2012-01-25
2012,1,25,15,47.0,2012-01-25
2012,1,25,16,43.0,2012-01-25
2012,1,25,17,39.0,2012-01-25
2012,1,25,18,60.0,2012-01-25
2012,1,25,19,69.0,2012-01-25
2012,1,25,20,93.0,2012-01-25
2012,1,25,21,127.0,2012-01-25
2012,1,25,22,122.0,2012-01-25
2012,1,25,23,156.0,2012-01-25
2012,1,26,0,176.0,2012-01-26
2012,1,26,1,169.0,2012-01-26
2012,1,26,2,166.0,2012-01-26
2012,1,26,3,151.0,2012-01-26
2012,1,26,4,113.0,2012-01-26
2012,1,26,5,77.0,2012-01-26
2012,1,26,6,80.0,2012-01-26
2012,1,26,7,80.0,2012-01-26
2012,1,26,8,62.0,2012-01-26
2012,1,26,9,47.0,2012-01-26
2012,1,26,10,55.0,2012-01-26
2012,1,26,11,70.0,2012-01-26
2012,1,26,12,79.0,2012-01-26
2012,1,26,13,66.0,2012-01-26
2012,1,26,14,67.0,2012-01-26
2012,1,26,15,77.0,2012-01-26
2012,1,26,16,84.0,2012-01-26
2012,1,26,17,87.0,2012-01-26
2012,1,26,18,115.0,2012-01-26
2012,1,26,19,111.0,2012-01-26
2012,1,26,20,125.0,2012-01-26
2012,1,26,21,158.0,2012-01-26
2012,1,26,22,227.0,2012-01-26
2012,1,26,23,192.0,2012-01-26
2012,1,27,0,113.0,2012-01-27
2012,1,27,1,51.0,2012-01-27
2012,1,27,2,25.0,2012-01-27
2012,1,27,3,18.0,2012-01-27
2012,1,27,4,40.0,2012-01-27
2012,1,27,5,139.0,2012-01-27
2012,1,27,6,162.0,2012-01-27
2012,1,27,7,95.0,2012-01-27
2012,1,27,8,8.0,2012-01-27
2012,1,27,9,21.0,2012-01-27
2012,1,27,10,20.0,2012-01-27
2012,1,27,11,29.0,2012-01-27
2012,1,27,12,24.0,2012-01-27
2012,1,27,13,23.0,2012-01-27
2012,1,27,14,36.0,2012-01-27
2012,1,27,15,76.0,2012-01-27
2012,1,27,16,84.0,2012-01-27
2012,1,27,17,75.0,2012-01-27
2012,1,27,18,93.0,2012-01-27
2012,1,27,19,103.0,2012-01-27
2012,1,27,20,128.0,2012-01-27
2012,1,27,21,158.0,2012-01-27
2012,1,27,22,124.0,2012-01-27
2012,1,27,23,122.0,2012-01-27
2012,1,28,0,74.0,2012-01-28
2012,1,28,1,51.0,2012-01-28
2012,1,28,2,58.0,2012-01-28
2012,1,28,3,59.0,2012-01-28
2012,1,28,4,69.0,2012-01-28
2012,1,28,5,67.0,2012-01-28
2012,1,28,6,69.0,2012-01-28
2012,1,28,7,63.0,2012-01-28
2012,1,28,8,60.0,2012-01-28
2012,1,28,9,72.0,2012-01-28
2012,1,28,10,75.0,2012-01-28
2012,1,28,11,79.0,2012-01-28
2012,1,28,12,82.0,2012-01-28
2012,1,28,13,79.0,2012-01-28
2012,1,28,14,76.0,2012-01-28
2012,1,28,15,87.0,2012-01-28
2012,1,28,16,91.0,2012-01-28
2012,1,28,17,88.0,2012-01-28
2012,1,28,18,96.0,2012-01-28
2012,1,28,19,103.0,2012-01-28
2012,1,28,20,129.0,2012-01-28
2012,1,28,21,132.0,2012-01-28
2012,1,28,22,159.0,2012-01-28
2012,1,28,23,164.0,2012-01-28
2012,1,29,0,170.0,2012-01-29
2012,1,29,1,165.0,2012-01-29
2012,1,29,2,68.0,2012-01-29
2012,1,29,3,44.0,2012-01-29
2012,1,29,4,25.0,2012-01-29
2012,1,29,5,15.0,2012-01-29
2012,1,29,6,14.0,2012-01-29
2012,1,29,7,14.0,2012-01-29
2012,1,29,8,13.0,2012-01-29
2012,1,29,9,12.0,2012-01-29
2012,1,29,10,23.0,2012-01-29
2012,1,29,11,19.0,2012-01-29
2012,1,29,12,18.0,2012-01-29
2012,1,29,13,20.0,2012-01-29
2012,1,29,14,20.0,2012-01-29
