customer_id,age,balance,campaign,y
7871,41,8238,4,no
28590,45,-407,2,no
23735,30,3,6,no
42222,53,1624,3,yes
38411,29,80,5,no
23891,37,-9,2,no
10037,35,0,4,no
37323,59,-91,1,no
13562,39,3324,1,no
37302,51,42,2,no
43056,34,2159,1,yes
12267,33,350,5,no
25790,52,3990,1,no
38504,30,1761,2,no
33845,42,784,3,no
44416,80,2354,2,no
43517,25,722,2,yes
4242,41,713,1,no
17404,35,-631,3,no
31962,52,8180,1,no
38177,37,949,1,no
9138,54,1327,2,no
34481,36,767,1,no
14836,26,166,2,no
35252,41,5907,1,no
20398,52,989,1,no
9038,44,382,1,no
14506,48,339,4,no
36167,45,-72,1,no
27855,53,529,1,no
24720,56,97,1,no
33527,48,3531,2,no
16508,26,5829,2,no
10260,51,2995,2,no
14881,25,158,2,no
42164,54,0,5,yes
30260,42,1628,1,no
21287,48,0,3,no
44913,28,390,1,yes
37496,55,1279,3,no
7853,32,1484,7,no
29580,48,312,2,no
43566,61,1058,3,yes
35450,38,0,1,no
18900,33,116,1,no
41639,61,3371,2,yes
29622,36,618,2,no
30897,27,1918,1,no
24852,46,4301,1,no
5505,34,4053,2,no
40612,61,569,1,yes
12442,49,2062,4,no
34408,30,1320,3,no
44218,30,1268,4,no
14577,51,509,4,no
43739,73,2850,2,no
19639,40,192,2,no
23051,32,-55,4,no
3489,48,680,4,no
30228,33,1410,1,no
41019,50,0,1,no
28069,54,922,2,no
14488,33,1114,3,no
29841,37,655,6,no
673,49,1,3,no
8148,32,10,2,no
40108,27,827,1,no
42297,27,535,1,yes
21665,45,487,4,no
21014,47,2836,2,no
33742,64,679,3,no
41865,45,0,1,no
39190,33,865,2,no
26745,33,3514,2,no
3155,49,380,2,no
36400,53,248,2,no
17832,47,591,1,no
4450,36,380,1,no
7673,38,175,1,no
29163,59,410,1,no
28109,33,3770,2,no
29761,46,1342,1,no
37232,54,-119,1,no
5865,51,53,2,no
29831,52,732,1,no
23616,43,3327,19,no
12258,55,77,2,no
1279,45,85,1,no
29570,38,384,1,no
42726,27,689,1,no
33480,64,571,2,yes
38063,33,-14,2,no
29651,37,1050,3,no
5894,38,504,3,no
13151,54,3,1,no
3715,26,246,3,yes
39217,31,-241,2,no
35708,51,74,2,no
31303,27,464,1,no
43172,57,79,1,no
34293,35,17,4,no
18957,52,7192,1,yes
20269,39,11835,2,yes
5708,29,149,4,no
19206,61,77,4,yes
4304,28,422,2,no
7681,35,2205,3,no
25194,57,1357,2,no
38868,41,4903,1,no
6134,26,3160,1,no
6294,34,88,2,no
24890,51,108,2,no
21799,42,7,7,no
15522,28,305,1,no
32013,32,410,1,no
40498,40,431,2,yes
7782,41,783,2,no
17438,36,-342,3,no
10164,38,8637,1,no
11839,29,908,1,yes
27139,37,0,1,no
2060,39,507,7,no
44622,36,671,1,no
17701,50,1688,2,no
2711,57,515,2,no
13739,35,725,1,no
22955,31,7005,4,no
7912,40,303,6,no
42806,34,5878,7,no
28492,51,1270,3,no
8376,37,1125,1,no
36913,37,1193,2,no
11659,50,-141,2,no
24168,33,206,1,no
14519,42,324,3,no
20799,31,363,2,no
38903,23,250,1,no
34432,45,4758,5,no
18553,36,4359,6,no
16251,49,273,1,no
28995,44,0,1,yes
35156,25,10,1,no
34558,36,668,1,no
39915,24,228,1,no
32238,42,244,1,no
10265,47,0,3,no
6179,34,-294,2,no
8579,30,1476,4,no
36389,38,422,3,no
22873,40,34,4,no
34257,34,2187,5,no
21490,47,0,2,no
44526,35,920,2,no
10963,46,120,4,no
31268,29,873,2,no
30590,38,648,2,no
13178,45,854,1,yes
15790,50,230,2,no
21090,44,882,4,no
28878,51,17418,2,no
16811,26,199,6,no
27645,48,7825,5,no
10431,37,18,2,no
23410,30,4,3,no
26379,56,401,1,no
20916,44,3321,3,no
1445,32,289,4,no
27657,50,6825,9,no
41179,47,80,2,no
13996,54,89,3,no
20581,54,1849,4,no
7990,53,256,1,no
6494,34,544,2,no
17650,56,934,2,no
33376,40,576,3,no
32615,36,543,1,no
31000,32,316,4,no
10743,45,1847,5,no
4730,34,0,12,no
2186,49,5028,1,no
5056,30,1289,2,yes
36332,34,213,1,no
16595,38,0,1,no
22826,47,157,8,no
28064,47,644,3,no
15972,32,259,4,no
11620,41,246,3,yes
32077,29,731,3,yes
21921,32,169,2,no
39809,50,85,1,no
9737,47,2383,1,no
21432,47,665,3,no
39424,36,953,1,no
38449,34,4062,1,no
26080,37,0,3,no
5727,46,0,2,no
37766,47,1934,1,no
24694,48,1036,2,no
9688,42,480,12,no
13746,50,-677,1,no
24672,41,3018,2,no
18357,36,462,2,no
34761,45,1558,1,no
21113,33,3255,4,no
37855,46,130,1,no
15954,40,121,1,no
9622,60,130,1,no
12734,38,2220,2,no
32262,24,525,1,no
3244,41,1563,1,no
39220,29,101,2,no
17129,40,96,14,no
23739,36,918,8,no
27783,37,57,1,no
38613,36,49,2,no
33246,33,15341,1,no
31250,68,1316,5,no
11484,47,823,3,no
1389,59,381,4,no
28729,29,196,2,yes
25509,53,255,1,no
29383,65,1343,2,no
43775,25,1179,2,no
9903,52,537,1,no
16676,50,26,4,no
20043,46,4,4,yes
32611,43,214,2,no
16781,41,3096,6,no
2111,26,124,8,no
14065,55,5,2,no
22368,56,415,2,no
42955,18,108,1,yes
43020,41,27696,2,yes
31253,48,606,6,no
40188,54,1510,2,no
33695,57,6900,2,no
10344,50,490,1,no
41268,45,8564,1,no
14833,39,597,6,yes
3556,43,778,5,no
25012,56,15520,1,no
42448,50,10250,3,yes
9059,51,0,1,no
10492,40,60,6,no
37919,40,573,1,no
7679,39,4660,2,no
35452,36,243,2,no
13589,35,670,1,no
39321,40,198,5,no
3924,50,318,2,no
15517,54,338,5,no
29854,29,1441,2,yes
32962,35,443,2,no
854,38,376,1,no
12142,39,32,10,no
43701,48,1230,2,yes
21566,39,61,2,no
27969,32,1694,1,no
7361,48,256,4,no
19453,39,94,2,no
885,37,45,1,no
26904,53,5558,6,no
21094,59,46,2,no
17963,37,241,25,no
17209,38,465,3,no
44981,32,1229,1,no
17769,36,686,2,no
5924,56,74,2,no
34204,39,140,5,no
41895,30,7529,1,yes
31971,31,1716,2,no
6395,40,-666,2,no
30071,29,0,2,no
43065,48,660,1,yes
3932,24,770,1,no
33885,36,1291,1,yes
430,40,217,1,no
32404,39,2366,3,no
23455,41,2676,4,no
15376,29,-133,1,no
13434,36,281,2,no
44050,21,2488,6,yes
28241,48,1496,2,no
34949,32,552,2,no
43895,39,276,2,yes
6704,46,-363,1,no
1122,49,51,1,no
41034,33,1737,2,no
9271,42,1189,3,no
24186,57,5270,1,no
16085,26,141,1,no
18715,46,499,10,no
10407,56,2190,1,no
1704,26,187,1,no
4544,37,2042,1,no
44759,28,1595,1,no
40880,59,116,4,yes
20611,57,0,4,no
44688,52,1708,1,yes
44892,55,0,6,yes
15130,43,3530,1,no
9738,44,31,1,no
29122,34,1873,1,no
27467,40,40,1,no
14278,28,36,3,no
28158,37,4769,1,no
39776,45,2552,1,yes
28386,39,1099,2,no
9399,58,1657,2,no
2112,34,381,1,no
11000,36,758,2,no
26954,54,43,1,no
2886,33,164,1,no
10928,43,104,1,no
25073,43,103,1,no
26004,46,111,3,no
950,35,1855,1,no
25135,32,453,2,no
36402,36,1473,2,no
16175,34,184,4,no
10874,50,766,2,no
27443,37,2120,4,no
22824,33,-886,6,no
27546,31,477,5,no
34589,35,121,5,no
10576,54,853,5,no
17229,43,-236,7,yes
9026,59,0,1,yes
33554,46,588,3,no
6758,32,514,2,no
7610,29,396,2,no
44162,25,160,1,no
21545,34,72,2,no
37758,28,1027,1,no
35683,34,5945,1,no
18860,48,2262,1,no
44391,34,0,1,yes
565,59,0,1,no
33941,60,89,2,no
2192,56,13,2,no
38609,31,168,3,no
39203,27,259,2,no
13942,29,795,2,no
21586,55,2537,5,no
31618,34,2729,1,no
38466,39,2288,1,no
28765,55,3982,1,no
11239,44,4330,9,no
18315,35,1694,6,no
400,47,206,1,no
4504,42,2416,4,no
43888,59,101,1,no
37248,34,76,2,yes
2645,47,449,4,no
34301,31,0,2,no
7337,35,869,1,no
29896,32,678,1,yes
20480,37,353,2,no
25607,33,2441,1,no
2361,29,125,1,no
8778,21,-59,1,no
9502,49,630,2,no
44189,47,3676,2,yes
4278,31,19,5,no
20284,59,108,4,no
16338,27,197,1,no
3435,25,468,1,no
45124,49,308,2,no
2875,41,1654,1,no
42212,35,612,1,no
14314,46,2273,3,no
43185,51,0,2,yes
11035,55,913,5,no
1233,42,0,2,no
18397,47,3936,2,no
41615,37,1000,1,yes
6943,35,3,5,no
36721,51,42,2,no
14774,45,1293,3,no
28618,39,4023,2,no
5842,30,764,2,no
14239,35,0,2,no
24207,49,8648,1,no
30142,30,313,2,yes
6624,28,9779,2,no
20293,41,134,4,no
16215,36,119,8,no
4244,54,887,1,no
44105,29,1992,1,no
43179,27,1075,1,yes
45180,34,1026,1,no
39824,52,-528,2,yes
28521,29,266,2,no
36951,38,12130,2,no
30813,55,274,5,no
9226,41,20,1,no
9912,57,0,2,no
19264,46,765,2,no
40031,41,1076,2,no
31378,32,376,4,yes
20936,37,455,6,yes
13578,44,0,1,no
16471,28,153,2,yes
27437,49,22520,9,yes
31975,43,2355,3,no
38238,22,-51,1,yes
11853,40,0,4,no
32109,37,381,2,no
31701,46,138,2,no
10666,57,145,4,no
20420,35,482,2,no
30163,45,572,6,no
39511,43,1612,2,yes
2583,33,304,2,no
35832,32,356,3,no
13760,30,167,1,yes
24340,46,2348,1,no
8407,21,2062,1,no
39716,55,1872,3,no
27218,42,2095,3,no
14681,54,4104,8,no
11754,44,-254,1,no
32897,29,602,2,no
33487,33,328,1,no
26566,38,1110,2,yes
24947,51,131,1,no
34673,35,67,2,no
35878,43,361,2,no
36355,34,148,2,no
35794,39,444,2,no
21017,47,3681,2,no
26406,31,5607,2,no
20784,50,0,2,no
41392,27,1596,1,yes
35813,46,0,2,no
5035,34,4499,1,yes
25866,35,16,1,no
22787,33,291,6,no
455,34,270,1,no
44576,27,535,3,yes
11450,45,351,1,no
23013,47,414,2,no
33396,43,85,3,no
5577,38,372,3,no
15810,56,672,9,no
23842,33,-708,2,no
3264,58,5618,1,no
9546,31,2296,8,no
21630,30,0,2,no
1737,37,-271,1,no
26051,33,923,3,no
25573,34,1897,1,no
13947,58,201,5,no
7657,54,154,12,no
24524,53,2289,1,no
24684,44,0,3,no
41938,68,2144,1,yes
43722,29,1374,2,yes
26318,43,13620,1,no
5988,33,168,2,no
1132,48,5,2,no
6430,28,13186,2,no
10654,59,1085,1,no
37920,31,953,1,yes
36121,55,719,6,no
15640,27,1372,1,no
42229,36,3623,1,yes
8629,45,1893,6,yes
45056,42,1519,1,yes
9481,56,1059,2,no
29181,45,474,4,no
20700,60,878,2,no
6309,42,3052,1,no
40135,33,0,1,no
16841,52,121,2,no
12352,55,6207,5,no
14270,55,225,2,no
17543,46,931,5,no
28945,35,495,1,no
13095,29,7,1,no
10477,36,658,3,no
10964,41,1483,4,no
32055,32,1287,2,no
12794,46,967,3,no
40087,31,6,4,yes
27319,39,20932,2,no
27339,38,1,5,no
15801,43,0,1,no
217,47,28,2,no
24180,57,3585,1,yes
24627,48,-478,5,no
22591,59,6264,16,no
18958,49,1122,1,no
24555,58,3111,1,no
21600,33,801,4,no
22717,30,175,4,no
12224,46,2115,3,no
13745,49,360,1,no
17599,49,1697,4,no
42008,44,5063,2,yes
6015,35,1209,3,no
7893,40,3693,10,no
35208,34,1495,1,no
3419,60,132,1,no
27867,43,284,1,no
11906,45,5163,2,no
27035,47,641,3,no
23594,44,134,4,no
14830,44,1265,1,yes
6320,60,1626,2,no
31921,20,1819,3,yes
24024,51,-27,4,no
3397,47,3008,3,no
36550,43,703,1,no
26852,45,816,3,no
43067,35,681,1,yes
5565,30,9194,2,no
19296,58,1191,2,no
16295,47,4386,1,no
41054,63,4833,1,no
13582,31,418,1,no
1220,48,96,1,no
13432,34,-154,1,no
44309,41,2579,1,no
35808,49,95,1,no
17225,32,163,3,no
20939,38,120,4,no
15786,34,0,3,no
16034,37,54,2,no
11501,46,2441,2,no
18497,41,0,14,no
40226,52,437,3,no
25338,32,491,3,no
39579,60,4,3,no
3716,53,76,1,no
40494,29,4331,1,no
39943,35,1354,2,yes
3786,47,380,6,no
8359,54,2423,4,no
39788,25,938,1,yes
41419,62,0,1,yes
32148,41,217,2,no
29224,32,141,2,no
44101,70,4572,11,no
9063,37,144,2,no
40273,58,1077,1,no
5880,30,187,6,no
7192,45,3354,1,yes
4230,29,103,1,no
40754,59,1425,2,no
22263,57,0,5,no
28898,33,1859,4,no
29074,60,553,1,no
25754,51,94,3,no
39478,49,972,2,no
13313,54,8,2,no
16613,51,-238,1,no
14927,51,1927,4,no
7541,60,1226,3,no
17931,29,3615,3,no
36786,42,257,2,yes
23080,56,0,8,no
22831,30,4874,10,no
4786,36,393,1,no
36692,33,335,2,no
27204,41,832,1,no
20827,38,227,4,no
13826,28,72,4,no
2464,51,193,3,no
26278,49,20727,2,no
19012,55,11655,1,no
11260,43,5233,2,no
232,31,388,2,no
40960,32,1388,1,no
24760,42,879,1,no
8892,25,-507,2,no
23723,31,0,31,no
39491,38,93,1,no
9566,54,6020,1,no
29283,31,1017,1,no
8664,58,50,4,no
35165,33,490,1,no
35297,46,1363,4,no
20931,30,631,3,no
18875,45,15515,2,no
28446,49,87,1,no
27039,59,2011,2,no
40261,52,1306,1,yes
30396,44,320,3,no
35799,34,136,2,no
34955,25,-121,2,no
22600,37,49,1,no
13302,40,1011,12,no
5200,36,-402,6,no
12230,25,3856,28,no
9890,45,900,1,no
24709,51,12,1,no
3844,52,36,1,no
41246,29,265,2,yes
10278,31,1094,8,no
34380,27,88,1,no
26058,53,2578,4,no
24455,42,179,1,no
22813,35,0,6,no
43289,33,1,4,no
24464,32,0,2,no
7752,36,740,2,no
7442,47,0,2,no
16133,42,33,5,no
14659,43,1,2,no
26675,46,2087,3,yes
5206,27,259,10,no
44700,33,1126,1,no
13932,58,0,7,no
4832,28,135,1,no
25183,34,20,2,no
2617,42,299,2,no
28346,28,1391,2,no
24685,36,0,2,no
19892,34,63,2,no
26619,35,725,7,no
11106,52,262,4,no
10640,53,4641,2,no
25755,58,630,1,no
33393,37,1498,1,no
8722,38,342,1,no
12076,47,480,6,no
18368,32,29,24,no
18895,36,0,1,yes
7034,28,1238,2,no
7432,31,524,2,no
12217,45,3492,4,no
10475,37,1,2,no
20553,37,117,4,no
8781,30,773,1,no
31001,32,19985,5,no
28560,37,6,2,no
16339,30,0,5,no
34731,37,5436,11,no
4833,36,5024,1,no
15945,25,38,5,no
2515,29,309,1,no
27869,35,-17,1,no
8903,32,880,1,no
10937,40,1603,1,no
9667,47,389,2,no
10781,50,1098,1,no
33555,43,-287,4,no
29980,33,237,2,no
41525,82,0,5,no
38889,24,258,1,no
11735,45,4994,1,no
7545,37,864,1,no
23069,35,841,6,no
33139,33,217,1,no
37253,38,1137,1,no
21191,57,1969,3,no
9686,51,126,1,no
44232,32,762,11,yes
7564,50,11528,1,no
3940,51,349,3,no
36693,51,518,1,yes
10882,39,2043,1,no
14101,58,100,2,no
3054,42,1288,1,no
40655,37,0,5,no
29388,35,0,2,no
1108,43,487,2,no
24005,37,449,4,no
13385,57,950,1,no
24639,40,1029,2,no
37499,39,0,3,no
10230,45,116,3,no
45078,20,88,1,no
15595,25,895,3,no
26390,35,5304,1,no
42850,44,1818,1,yes
41318,43,1612,2,no
11129,36,1707,2,no
33590,32,0,2,no
14190,46,830,2,no
26731,43,3311,2,no
24574,52,1818,2,no
2731,44,633,1,no
11643,41,4178,2,no
355,59,27,3,no
30222,26,1527,1,no
21681,34,-292,6,no
37370,57,649,2,no
6754,52,310,4,no
41234,27,377,3,no
17511,32,882,8,no
34023,33,1431,1,no
30696,55,8104,2,no
36037,60,-396,1,no
25691,41,1491,2,no
30166,33,165,3,no
19688,33,5,1,no
2792,55,7378,3,no
33781,76,1780,3,yes
43188,37,1027,1,yes
38852,43,714,6,no
22930,52,1401,8,no
14742,44,764,5,no
23900,47,310,2,no
5267,33,463,1,no
3427,54,190,2,no
43418,50,82,1,yes
23797,41,1026,6,no
12738,42,0,2,no
44229,42,1519,1,yes
22654,50,135,4,no
6246,51,0,5,no
4570,48,432,2,no
24349,51,518,1,no
12643,30,218,2,no
19368,48,2054,2,no
21002,35,1189,2,no
33834,54,276,1,no
25911,48,0,4,no
14705,36,297,5,no
891,29,872,1,no
40597,46,2196,5,yes
32974,33,90,2,no
32913,29,3432,2,no
20538,33,1399,4,no
20280,31,498,2,no
12242,44,2657,2,no
44606,23,377,1,no
36779,44,1380,1,no
14977,38,0,8,no
1176,39,125,1,no
25627,55,1983,1,no
30340,26,440,1,no
502,32,-170,1,no
25220,40,2141,3,no
5908,24,-256,2,no
23348,55,120,3,no
32316,48,543,1,no
6133,39,214,11,no
34477,42,151,3,no
2270,32,1466,2,no
40422,42,2959,1,yes
25586,41,80,1,no
8878,28,-227,2,no
9392,38,8251,3,no
15259,35,20,3,no
31304,28,171,1,yes
7065,34,1386,6,no
28029,30,6,3,no
19510,39,1572,4,no
22187,39,564,4,no
21198,32,1473,7,no
38330,29,-24,1,no
12929,31,-513,1,no
37723,28,3,2,no
4385,31,0,1,no
36589,33,12,1,no
17364,52,475,3,no
7440,45,5244,16,no
17625,59,1525,2,no
44299,33,2297,1,yes
39760,46,3280,1,no
33382,32,3052,3,no
18219,33,321,10,no
2953,42,505,2,no
22620,30,0,2,no
5371,26,1570,1,no
35534,42,356,3,yes
10756,35,333,5,no
34599,41,169,1,no
33254,28,232,1,no
12485,40,-27,1,no
21983,55,51,2,no
39127,35,3302,3,no
16360,38,246,8,no
42466,35,13658,2,no
26934,54,2237,5,no
145,59,57,1,no
38324,38,1270,1,no
42220,33,1076,1,yes
18327,50,1518,2,no
17397,49,-165,3,no
22812,33,6,4,no
14336,34,313,3,no
2528,28,416,2,no
27142,35,1354,6,no
1490,34,129,2,no
9528,28,3430,6,no
7221,51,2402,1,no
31045,41,1066,3,yes
36080,37,0,2,no
24338,58,4962,1,no
12556,40,1155,1,no
22808,34,43,8,no
25415,31,1164,2,no
41103,70,15265,2,no
25631,50,1580,3,no
25479,30,314,2,no
12054,45,1577,4,no
20929,36,396,5,no
30084,31,449,4,no
7156,51,2237,1,no
41120,36,953,1,no
5041,28,722,1,no
30607,35,3,1,no
17488,44,251,3,no
36768,33,1240,1,yes
17704,57,1301,2,no
13175,33,37,1,yes
32066,24,448,1,yes
29945,22,897,4,yes
20971,53,427,4,no
24716,46,0,1,no
9793,39,633,1,no
29036,54,306,1,no
5043,30,702,1,no
11236,53,517,2,no
7744,43,25741,2,no
31526,58,1,1,no
25154,48,3008,1,no
11648,37,2685,2,no
3212,47,107,1,no
21724,47,266,1,no
4153,28,836,1,no
43974,43,774,1,yes
29178,40,683,2,no
27588,35,5,3,no
37897,37,-42,2,yes
38627,47,537,3,no
8038,29,144,3,no
14831,28,105,1,no
28605,31,519,2,no
16400,26,127,3,no
18598,55,804,5,no
26764,45,3559,1,no
2082,43,16,4,no
6848,34,7,2,no
2386,42,135,6,no
9415,35,116,1,no
812,45,-139,3,no
41386,63,2287,1,no
12164,42,525,6,no
22499,38,656,7,no
174,35,434,1,no
22976,31,-231,2,no
4449,32,364,1,no
28612,57,77,3,no
2266,33,4128,6,no
9087,55,0,1,no
8845,27,881,3,no
8410,35,182,1,no
32065,75,105,1,no
15622,35,1582,1,no
20687,32,3095,10,no
17738,54,1044,5,no
10690,40,4075,3,no
44585,32,14,3,no
8189,34,264,2,no
31436,32,1613,2,no
13609,26,1101,1,no
4414,32,137,12,no
27111,39,694,1,no
20847,40,862,2,no
39459,26,567,1,yes
11903,58,741,2,no
5103,36,20,14,no
3805,27,1742,1,yes
14002,37,1403,15,no
32156,41,2689,1,yes
9354,27,482,2,no
16180,31,-241,5,no
6203,36,1867,2,no
11011,52,2801,2,no
9049,60,443,1,no
20785,34,2658,2,no
27228,58,289,2,no
13671,41,74,4,no
39813,53,2851,1,no
8203,32,381,2,no
33996,55,3567,1,no
16530,27,1,4,no
22740,49,905,4,no
33819,37,3913,1,yes
44249,24,1055,1,no
32427,42,611,2,no
43529,31,410,1,yes
7892,42,1958,3,no
6205,39,34,1,no
26836,32,5252,2,no
40058,36,352,2,no
31903,48,3186,1,no
44489,32,859,1,no
25948,36,2622,1,no
16578,59,319,1,no
30804,22,0,6,yes
36748,37,42,3,no
40846,70,4290,2,no
23021,33,0,2,no
30883,47,870,7,no
5117,33,946,2,no
19917,51,700,4,no
20897,30,309,1,no
30230,27,592,3,no
12148,56,361,7,no
36462,56,141,2,no
32489,54,105,1,no
43836,55,1212,1,no
17729,36,2017,18,no
14000,33,109,3,no
16915,44,237,1,no
7683,36,287,3,no
117,41,351,1,no
21092,46,1516,4,no
18666,32,127,3,no
14544,43,860,5,no
8436,47,-127,3,no
16983,37,589,2,no
1877,35,1510,1,no
14030,28,455,1,no
36289,58,1301,1,no
39381,30,877,2,no
6916,60,170,2,no
15626,37,862,2,no
16826,59,0,3,no
40490,31,1032,1,yes
22681,55,467,5,no
40692,59,0,2,no
16331,31,0,1,no
11190,46,179,1,no
12801,29,0,1,no
33445,38,28,3,no
43206,34,242,2,no
7206,32,537,3,no
33184,51,4,5,no
32833,52,340,1,no
10839,48,335,3,no
32772,39,315,4,no
12155,58,1231,3,no
27838,52,98,1,no
9549,38,3577,2,no
8146,30,809,2,no
7268,36,235,9,no
37982,47,275,3,no
2349,34,3185,1,no
43472,23,107,5,yes
38912,27,30,1,no
32250,35,1063,1,no
20985,43,1819,2,no
12834,29,161,1,no
2099,31,2963,1,no
38701,42,686,6,no
28859,32,365,3,no
26962,47,0,1,yes
39789,53,284,1,yes
37048,35,0,1,yes
3461,27,431,2,no
32622,32,782,1,no
15823,47,2105,1,no
1632,44,1059,1,no
35216,32,69,1,no
27266,34,1375,1,no
17875,56,2975,13,no
6924,34,504,2,no
37337,33,863,3,yes
11837,53,3975,2,no
8322,48,235,4,no
34450,30,0,1,no
44133,66,53,4,yes
24148,23,40,1,no
17532,45,9,2,no
37518,44,4837,3,no
22200,37,31,4,no
26125,34,1036,7,no
41422,46,1950,2,no
21406,48,583,8,no
36054,38,741,1,no
11365,41,7509,1,no
11119,38,2289,5,no
35576,58,229,7,no
26734,45,1273,2,no
28430,58,414,1,no
16296,50,778,1,no
6936,57,100,16,no
19689,35,15298,3,no
42464,71,91,6,no
13478,41,4488,1,no
7816,32,305,3,no
23159,31,526,13,no
20186,30,2123,2,no
3379,41,-306,1,yes
31042,19,0,3,no
840,36,0,2,no
18810,54,991,6,no
31030,57,2887,1,no
39979,31,882,1,yes
10127,36,2517,2,no
17003,36,612,2,no
29822,39,931,1,no
11743,54,2281,1,no
11551,37,796,1,no
28533,28,1861,2,no
3708,48,542,1,no
35739,46,842,1,yes
42020,61,89,1,no
344,50,1533,2,no
28164,31,50,1,no
34703,50,253,2,no
4194,42,2993,2,no
