번호,기간,지역,상표,셀프여부,휘발유
A0011549,20190602.0,강원 강릉시,NH-OIL,일반,1460.0
A0011549,20190603.0,강원 강릉시,NH-OIL,일반,1460.0
A0011549,20190604.0,강원 강릉시,NH-OIL,일반,1460.0
A0011549,20190605.0,강원 강릉시,NH-OIL,일반,1490.0
A0011549,20190606.0,강원 강릉시,NH-OIL,일반,1490.0
A0011549,20190607.0,강원 강릉시,NH-OIL,일반,1490.0
A0011547,20190601.0,강원 강릉시,NH-OIL,일반,1480.0
A0011547,20190602.0,강원 강릉시,NH-OIL,일반,1480.0
A0011547,20190603.0,강원 강릉시,NH-OIL,일반,1480.0
A0011547,20190604.0,강원 강릉시,NH-OIL,일반,1480.0
A0011547,20190605.0,강원 강릉시,NH-OIL,일반,1480.0
A0011547,20190606.0,강원 강릉시,NH-OIL,일반,1480.0
A0011547,20190607.0,강원 강릉시,NH-OIL,일반,1480.0
A0011351,20190601.0,강원 강릉시,S-OIL,셀프,1499.0
A0011351,20190602.0,강원 강릉시,S-OIL,셀프,1489.0
A0011351,20190603.0,강원 강릉시,S-OIL,셀프,1489.0
A0011351,20190604.0,강원 강릉시,S-OIL,셀프,1489.0
A0011351,20190605.0,강원 강릉시,S-OIL,셀프,1489.0
A0011351,20190606.0,강원 강릉시,S-OIL,셀프,1489.0
A0011351,20190607.0,강원 강릉시,S-OIL,셀프,1489.0
A0011353,20190601.0,강원 강릉시,S-OIL,셀프,1536.0
A0011353,20190602.0,강원 강릉시,S-OIL,셀프,1536.0
A0011353,20190603.0,강원 강릉시,S-OIL,셀프,1536.0
A0011353,20190604.0,강원 강릉시,S-OIL,셀프,1536.0
A0011353,20190605.0,강원 강릉시,S-OIL,셀프,1536.0
A0011353,20190606.0,강원 강릉시,S-OIL,셀프,1536.0
A0011353,20190607.0,강원 강릉시,S-OIL,셀프,1536.0
A0000160,20190601.0,강원 강릉시,GS칼텍스,일반,1559.0
A0000160,20190602.0,강원 강릉시,GS칼텍스,일반,1559.0
A0000160,20190603.0,강원 강릉시,GS칼텍스,일반,1559.0
A0000160,20190604.0,강원 강릉시,GS칼텍스,일반,1559.0
A0000160,20190605.0,강원 강릉시,GS칼텍스,일반,1559.0
A0000160,20190606.0,강원 강릉시,GS칼텍스,일반,1559.0
A0000160,20190607.0,강원 강릉시,GS칼텍스,일반,1559.0
A0011388,20190601.0,강원 강릉시,S-OIL,일반,1518.0
A0011388,20190602.0,강원 강릉시,S-OIL,일반,1518.0
A0011388,20190603.0,강원 강릉시,S-OIL,일반,1518.0
A0011388,20190604.0,강원 강릉시,S-OIL,일반,1518.0
A0011388,20190605.0,강원 강릉시,S-OIL,일반,1518.0
A0011388,20190606.0,강원 강릉시,S-OIL,일반,1518.0
A0011388,20190607.0,강원 강릉시,S-OIL,일반,1518.0
A0011491,20190601.0,강원 강릉시,GS칼텍스,일반,1577.0
A0011491,20190602.0,강원 강릉시,GS칼텍스,일반,1577.0
A0011491,20190603.0,강원 강릉시,GS칼텍스,일반,1577.0
A0011491,20190604.0,강원 강릉시,GS칼텍스,일반,1577.0
A0011491,20190605.0,강원 강릉시,GS칼텍스,일반,1577.0
A0011491,20190606.0,강원 강릉시,GS칼텍스,일반,1577.0
A0011491,20190607.0,강원 강릉시,GS칼텍스,일반,1577.0
A0011436,20190601.0,강원 강릉시,S-OIL,셀프,1519.0
A0011436,20190602.0,강원 강릉시,S-OIL,셀프,1519.0
A0011436,20190603.0,강원 강릉시,S-OIL,셀프,1519.0
A0011436,20190604.0,강원 강릉시,S-OIL,셀프,1519.0
A0011436,20190605.0,강원 강릉시,S-OIL,셀프,1519.0
A0011436,20190606.0,강원 강릉시,S-OIL,셀프,1519.0
A0011436,20190607.0,강원 강릉시,S-OIL,셀프,1519.0
A0010217,20190601.0,강원 강릉시,알뜰(ex),셀프,1496.0
A0010217,20190602.0,강원 강릉시,알뜰(ex),셀프,1496.0
A0010217,20190603.0,강원 강릉시,알뜰(ex),셀프,1488.0
A0010217,20190604.0,강원 강릉시,알뜰(ex),셀프,1488.0
A0010217,20190605.0,강원 강릉시,알뜰(ex),셀프,1488.0
A0010217,20190606.0,강원 강릉시,알뜰(ex),셀프,1488.0
A0010217,20190607.0,강원 강릉시,알뜰(ex),셀프,1488.0
A0011581,20190601.0,강원 강릉시,알뜰(ex),셀프,1479.0
A0011581,20190602.0,강원 강릉시,알뜰(ex),셀프,1479.0
A0011581,20190603.0,강원 강릉시,알뜰(ex),셀프,1479.0
A0011581,20190604.0,강원 강릉시,알뜰(ex),셀프,1479.0
A0011581,20190605.0,강원 강릉시,알뜰(ex),셀프,1479.0
A0011581,20190606.0,강원 강릉시,알뜰(ex),셀프,1479.0
A0011581,20190607.0,강원 강릉시,알뜰(ex),셀프,1479.0
A0013644,20190601.0,강원 강릉시,현대오일뱅크,일반,1518.0
A0013644,20190602.0,강원 강릉시,현대오일뱅크,일반,1518.0
A0013644,20190603.0,강원 강릉시,현대오일뱅크,일반,1518.0
A0013644,20190604.0,강원 강릉시,현대오일뱅크,일반,1518.0
A0013644,20190605.0,강원 강릉시,현대오일뱅크,일반,1518.0
A0013644,20190606.0,강원 강릉시,현대오일뱅크,일반,1518.0
A0013644,20190607.0,강원 강릉시,현대오일뱅크,일반,1518.0
A0010532,20190601.0,강원 강릉시,GS칼텍스,셀프,1518.0
A0010532,20190602.0,강원 강릉시,GS칼텍스,셀프,1518.0
A0010532,20190603.0,강원 강릉시,GS칼텍스,셀프,1518.0
A0010532,20190604.0,강원 강릉시,GS칼텍스,셀프,1518.0
A0010532,20190605.0,강원 강릉시,GS칼텍스,셀프,1498.0
A0010532,20190606.0,강원 강릉시,GS칼텍스,셀프,1498.0
A0010532,20190607.0,강원 강릉시,GS칼텍스,셀프,1498.0
A0011602,20190601.0,강원 강릉시,S-OIL,셀프,1484.0
A0011602,20190602.0,강원 강릉시,S-OIL,셀프,1484.0
A0011602,20190603.0,강원 강릉시,S-OIL,셀프,1484.0
A0011602,20190604.0,강원 강릉시,S-OIL,셀프,1484.0
A0011602,20190605.0,강원 강릉시,S-OIL,셀프,1484.0
A0011602,20190606.0,강원 강릉시,S-OIL,셀프,1484.0
A0011602,20190607.0,강원 강릉시,S-OIL,셀프,1484.0
A0011804,20190601.0,강원 강릉시,GS칼텍스,셀프,1495.0
A0011804,20190602.0,강원 강릉시,GS칼텍스,셀프,1495.0
A0011804,20190603.0,강원 강릉시,GS칼텍스,셀프,1495.0
A0011804,20190604.0,강원 강릉시,GS칼텍스,셀프,1495.0
A0011804,20190605.0,강원 강릉시,GS칼텍스,셀프,1495.0
A0011804,20190606.0,강원 강릉시,GS칼텍스,셀프,1495.0
A0011804,20190607.0,강원 강릉시,GS칼텍스,셀프,1495.0
A0011525,20190601.0,강원 강릉시,SK에너지,셀프,1514.0
A0011525,20190602.0,강원 강릉시,SK에너지,셀프,1514.0
A0011525,20190603.0,강원 강릉시,SK에너지,셀프,1514.0
A0011525,20190604.0,강원 강릉시,SK에너지,셀프,1514.0
A0011525,20190605.0,강원 강릉시,SK에너지,셀프,1514.0
A0011525,20190606.0,강원 강릉시,SK에너지,셀프,1514.0
A0011525,20190607.0,강원 강릉시,SK에너지,셀프,1514.0
A0011415,20190601.0,강원 강릉시,SK에너지,일반,1474.0
A0011415,20190602.0,강원 강릉시,SK에너지,일반,1474.0
A0011415,20190603.0,강원 강릉시,SK에너지,일반,1474.0
A0011415,20190604.0,강원 강릉시,SK에너지,일반,1474.0
A0011415,20190605.0,강원 강릉시,SK에너지,일반,1474.0
A0011415,20190606.0,강원 강릉시,SK에너지,일반,1474.0
A0011415,20190607.0,강원 강릉시,SK에너지,일반,1474.0
A0011455,20190601.0,강원 강릉시,S-OIL,셀프,1580.0
A0011455,20190602.0,강원 강릉시,S-OIL,셀프,1580.0
A0011455,20190603.0,강원 강릉시,S-OIL,셀프,1580.0
A0011455,20190604.0,강원 강릉시,S-OIL,셀프,1580.0
A0011455,20190605.0,강원 강릉시,S-OIL,셀프,1580.0
A0011455,20190606.0,강원 강릉시,S-OIL,셀프,1580.0
A0011455,20190607.0,강원 강릉시,S-OIL,셀프,1580.0
A0011347,20190601.0,강원 강릉시,현대오일뱅크,일반,1548.0
A0011347,20190602.0,강원 강릉시,현대오일뱅크,일반,1548.0
A0011347,20190603.0,강원 강릉시,현대오일뱅크,일반,1548.0
A0011347,20190604.0,강원 강릉시,현대오일뱅크,일반,1548.0
A0011347,20190605.0,강원 강릉시,현대오일뱅크,일반,1548.0
A0011347,20190606.0,강원 강릉시,현대오일뱅크,일반,1548.0
A0011347,20190607.0,강원 강릉시,현대오일뱅크,일반,1548.0
A0011408,20190601.0,강원 강릉시,SK에너지,셀프,1526.0
A0011408,20190602.0,강원 강릉시,SK에너지,셀프,1526.0
A0011408,20190603.0,강원 강릉시,SK에너지,셀프,1526.0
A0011408,20190604.0,강원 강릉시,SK에너지,셀프,1526.0
A0011408,20190605.0,강원 강릉시,SK에너지,셀프,1526.0
A0011408,20190606.0,강원 강릉시,SK에너지,셀프,1526.0
A0011408,20190607.0,강원 강릉시,SK에너지,셀프,1526.0
A0011343,20190601.0,강원 강릉시,GS칼텍스,일반,1559.0
A0011343,20190602.0,강원 강릉시,GS칼텍스,일반,1559.0
A0011343,20190603.0,강원 강릉시,GS칼텍스,일반,1559.0
A0011343,20190604.0,강원 강릉시,GS칼텍스,일반,1559.0
A0011343,20190605.0,강원 강릉시,GS칼텍스,일반,1559.0
A0011343,20190606.0,강원 강릉시,GS칼텍스,일반,1559.0
A0011343,20190607.0,강원 강릉시,GS칼텍스,일반,1559.0
A0011540,20190601.0,강원 강릉시,S-OIL,셀프,1499.0
A0011540,20190602.0,강원 강릉시,S-OIL,셀프,1499.0
A0011540,20190603.0,강원 강릉시,S-OIL,셀프,1499.0
A0011540,20190604.0,강원 강릉시,S-OIL,셀프,1499.0
A0011540,20190605.0,강원 강릉시,S-OIL,셀프,1499.0
A0011540,20190606.0,강원 강릉시,S-OIL,셀프,1499.0
A0011540,20190607.0,강원 강릉시,S-OIL,셀프,1499.0
A0011495,20190601.0,강원 강릉시,현대오일뱅크,일반,1559.0
A0011495,20190602.0,강원 강릉시,현대오일뱅크,일반,1559.0
A0011495,20190603.0,강원 강릉시,현대오일뱅크,일반,1559.0
A0011495,20190604.0,강원 강릉시,현대오일뱅크,일반,1559.0
A0011495,20190605.0,강원 강릉시,현대오일뱅크,일반,1559.0
A0011495,20190606.0,강원 강릉시,현대오일뱅크,일반,1559.0
A0011495,20190607.0,강원 강릉시,현대오일뱅크,일반,1559.0
A0010581,20190601.0,강원 강릉시,SK에너지,셀프,1478.0
A0010581,20190602.0,강원 강릉시,SK에너지,셀프,1478.0
A0010581,20190603.0,강원 강릉시,SK에너지,셀프,1478.0
A0010581,20190604.0,강원 강릉시,SK에너지,셀프,1478.0
A0010581,20190605.0,강원 강릉시,SK에너지,셀프,1478.0
A0010581,20190606.0,강원 강릉시,SK에너지,셀프,1478.0
A0010581,20190607.0,강원 강릉시,SK에너지,셀프,1478.0
A0011611,20190601.0,강원 강릉시,현대오일뱅크,셀프,1539.0
A0011611,20190602.0,강원 강릉시,현대오일뱅크,셀프,1539.0
A0011611,20190603.0,강원 강릉시,현대오일뱅크,셀프,1539.0
A0011611,20190604.0,강원 강릉시,현대오일뱅크,셀프,1539.0
A0011611,20190605.0,강원 강릉시,현대오일뱅크,셀프,1539.0
A0011611,20190606.0,강원 강릉시,현대오일뱅크,셀프,1539.0
A0011611,20190607.0,강원 강릉시,현대오일뱅크,셀프,1539.0
A0011553,20190601.0,강원 강릉시,NH-OIL,일반,1455.0
A0011553,20190602.0,강원 강릉시,NH-OIL,일반,1455.0
A0011553,20190603.0,강원 강릉시,NH-OIL,일반,1455.0
A0011553,20190604.0,강원 강릉시,NH-OIL,일반,1455.0
A0011553,20190605.0,강원 강릉시,NH-OIL,일반,1455.0
A0011553,20190606.0,강원 강릉시,NH-OIL,일반,1480.0
A0011553,20190607.0,강원 강릉시,NH-OIL,일반,1480.0
A0011416,20190601.0,강원 강릉시,GS칼텍스,일반,1536.0
A0011416,20190602.0,강원 강릉시,GS칼텍스,일반,1536.0
A0011416,20190603.0,강원 강릉시,GS칼텍스,일반,1536.0
A0011416,20190604.0,강원 강릉시,GS칼텍스,일반,1536.0
A0011416,20190605.0,강원 강릉시,GS칼텍스,일반,1536.0
A0011416,20190606.0,강원 강릉시,GS칼텍스,일반,1536.0
A0011416,20190607.0,강원 강릉시,GS칼텍스,일반,1536.0
A0011379,20190601.0,강원 강릉시,현대오일뱅크,일반,1559.0
A0011379,20190602.0,강원 강릉시,현대오일뱅크,일반,1559.0
A0011379,20190603.0,강원 강릉시,현대오일뱅크,일반,1559.0
A0011379,20190604.0,강원 강릉시,현대오일뱅크,일반,1559.0
A0011379,20190605.0,강원 강릉시,현대오일뱅크,일반,1559.0
A0011379,20190606.0,강원 강릉시,현대오일뱅크,일반,1559.0
A0011379,20190607.0,강원 강릉시,현대오일뱅크,일반,1559.0
A0032685,20190601.0,강원 강릉시,NH-OIL,일반,1455.0
A0032685,20190602.0,강원 강릉시,NH-OIL,일반,1455.0
A0032685,20190603.0,강원 강릉시,NH-OIL,일반,1455.0
A0032685,20190604.0,강원 강릉시,NH-OIL,일반,1455.0
A0032685,20190605.0,강원 강릉시,NH-OIL,일반,1455.0
A0032685,20190606.0,강원 강릉시,NH-OIL,일반,1480.0
A0032685,20190607.0,강원 강릉시,NH-OIL,일반,1480.0
A0011593,20190601.0,강원 강릉시,현대오일뱅크,셀프,1536.0
A0011593,20190602.0,강원 강릉시,현대오일뱅크,셀프,1536.0
A0011593,20190603.0,강원 강릉시,현대오일뱅크,셀프,1536.0
A0011593,20190604.0,강원 강릉시,현대오일뱅크,셀프,1536.0
A0011593,20190605.0,강원 강릉시,현대오일뱅크,셀프,1536.0
A0011593,20190606.0,강원 강릉시,현대오일뱅크,셀프,1536.0
A0011593,20190607.0,강원 강릉시,현대오일뱅크,셀프,1536.0
A0010539,20190601.0,강원 강릉시,SK에너지,셀프,1509.0
A0010539,20190602.0,강원 강릉시,SK에너지,셀프,1509.0
A0010539,20190603.0,강원 강릉시,SK에너지,셀프,1526.0
A0010539,20190604.0,강원 강릉시,SK에너지,셀프,1526.0
A0010539,20190605.0,강원 강릉시,SK에너지,셀프,1526.0
A0010539,20190606.0,강원 강릉시,SK에너지,셀프,1526.0
A0010539,20190607.0,강원 강릉시,SK에너지,셀프,1526.0
A0033348,20190601.0,강원 강릉시,NH-OIL,일반,1500.0
A0033348,20190602.0,강원 강릉시,NH-OIL,일반,1500.0
A0033348,20190603.0,강원 강릉시,NH-OIL,일반,1500.0
A0033348,20190604.0,강원 강릉시,NH-OIL,일반,1500.0
A0033348,20190605.0,강원 강릉시,NH-OIL,일반,1500.0
A0033348,20190606.0,강원 강릉시,NH-OIL,일반,1500.0
A0033348,20190607.0,강원 강릉시,NH-OIL,일반,1500.0
A0011368,20190601.0,강원 강릉시,S-OIL,셀프,1515.0
A0011368,20190602.0,강원 강릉시,S-OIL,셀프,1515.0
A0011368,20190603.0,강원 강릉시,S-OIL,셀프,1515.0
A0011368,20190604.0,강원 강릉시,S-OIL,셀프,1515.0
A0011368,20190605.0,강원 강릉시,S-OIL,셀프,1515.0
A0011368,20190606.0,강원 강릉시,S-OIL,셀프,1515.0
A0011368,20190607.0,강원 강릉시,S-OIL,셀프,1515.0
A0011349,20190601.0,강원 강릉시,자가상표,일반,1565.0
A0011349,20190602.0,강원 강릉시,자가상표,일반,1565.0
A0011349,20190603.0,강원 강릉시,자가상표,일반,1565.0
A0011349,20190604.0,강원 강릉시,자가상표,일반,1565.0
A0011349,20190605.0,강원 강릉시,자가상표,일반,1565.0
A0011349,20190606.0,강원 강릉시,자가상표,일반,1565.0
A0011349,20190607.0,강원 강릉시,자가상표,일반,1565.0
A0011488,20190601.0,강원 강릉시,알뜰주유소,셀프,1459.0
A0011488,20190602.0,강원 강릉시,알뜰주유소,셀프,1459.0
A0011488,20190603.0,강원 강릉시,알뜰주유소,셀프,1459.0
A0011488,20190604.0,강원 강릉시,알뜰주유소,셀프,1459.0
A0011488,20190605.0,강원 강릉시,알뜰주유소,셀프,1459.0
A0011488,20190606.0,강원 강릉시,알뜰주유소,셀프,1459.0
A0011488,20190607.0,강원 강릉시,알뜰주유소,셀프,1459.0
A0011454,20190601.0,강원 강릉시,S-OIL,셀프,1499.0
A0011454,20190602.0,강원 강릉시,S-OIL,셀프,1499.0
A0011454,20190603.0,강원 강릉시,S-OIL,셀프,1499.0
A0011454,20190604.0,강원 강릉시,S-OIL,셀프,1499.0
A0011454,20190605.0,강원 강릉시,S-OIL,셀프,1499.0
A0011454,20190606.0,강원 강릉시,S-OIL,셀프,1499.0
A0011454,20190607.0,강원 강릉시,S-OIL,셀프,1499.0
A0011468,20190601.0,강원 강릉시,현대오일뱅크,셀프,1452.0
A0011468,20190602.0,강원 강릉시,현대오일뱅크,셀프,1458.0
A0011468,20190603.0,강원 강릉시,현대오일뱅크,셀프,1458.0
A0011468,20190604.0,강원 강릉시,현대오일뱅크,셀프,1458.0
A0011468,20190605.0,강원 강릉시,현대오일뱅크,셀프,1458.0
A0011468,20190606.0,강원 강릉시,현대오일뱅크,셀프,1458.0
A0011468,20190607.0,강원 강릉시,현대오일뱅크,셀프,1458.0
A0011382,20190601.0,강원 강릉시,SK에너지,일반,1596.0
A0011382,20190602.0,강원 강릉시,SK에너지,일반,1596.0
A0011382,20190603.0,강원 강릉시,SK에너지,일반,1596.0
A0011382,20190604.0,강원 강릉시,SK에너지,일반,1596.0
A0011382,20190605.0,강원 강릉시,SK에너지,일반,1596.0
A0011382,20190606.0,강원 강릉시,SK에너지,일반,1596.0
A0011382,20190607.0,강원 강릉시,SK에너지,일반,1596.0
A0011448,20190601.0,강원 강릉시,S-OIL,일반,1600.0
A0011448,20190602.0,강원 강릉시,S-OIL,일반,1600.0
A0011448,20190603.0,강원 강릉시,S-OIL,일반,1600.0
A0011448,20190604.0,강원 강릉시,S-OIL,일반,1600.0
A0011448,20190605.0,강원 강릉시,S-OIL,일반,1600.0
A0011448,20190606.0,강원 강릉시,S-OIL,일반,1600.0
A0011448,20190607.0,강원 강릉시,S-OIL,일반,1600.0
A0011612,20190601.0,강원 강릉시,SK에너지,셀프,1650.0
A0011612,20190602.0,강원 강릉시,SK에너지,셀프,1650.0
A0011612,20190603.0,강원 강릉시,SK에너지,셀프,1650.0
A0011612,20190604.0,강원 강릉시,SK에너지,셀프,0.0
A0011612,20190605.0,강원 강릉시,SK에너지,셀프,0.0
A0011612,20190606.0,강원 강릉시,SK에너지,셀프,0.0
A0011612,20190607.0,강원 강릉시,SK에너지,셀프,0.0
A0011492,20190601.0,강원 강릉시,SK에너지,일반,1537.0
A0011492,20190602.0,강원 강릉시,SK에너지,일반,1537.0
A0011492,20190603.0,강원 강릉시,SK에너지,일반,1537.0
A0011492,20190604.0,강원 강릉시,SK에너지,일반,1557.0
A0011492,20190605.0,강원 강릉시,SK에너지,일반,1557.0
A0011492,20190606.0,강원 강릉시,SK에너지,일반,1557.0
A0011492,20190607.0,강원 강릉시,SK에너지,일반,1557.0
A0011608,20190601.0,강원 강릉시,알뜰(ex),셀프,1489.0
A0011608,20190602.0,강원 강릉시,알뜰(ex),셀프,1489.0
A0011608,20190603.0,강원 강릉시,알뜰(ex),셀프,1489.0
A0011608,20190604.0,강원 강릉시,알뜰(ex),셀프,1489.0
A0011608,20190605.0,강원 강릉시,알뜰(ex),셀프,1489.0
A0011608,20190606.0,강원 강릉시,알뜰(ex),셀프,1489.0
A0011608,20190607.0,강원 강릉시,알뜰(ex),셀프,1489.0
A0011563,20190601.0,강원 강릉시,현대오일뱅크,일반,1500.0
A0011563,20190602.0,강원 강릉시,현대오일뱅크,일반,1500.0
A0011563,20190603.0,강원 강릉시,현대오일뱅크,일반,1500.0
A0011563,20190604.0,강원 강릉시,현대오일뱅크,일반,1500.0
