번호,기간,지역,상표,셀프여부,휘발유
A0011388,20200604.0,강원 강릉시,S-OIL,일반,1245.0
A0011388,20200605.0,강원 강릉시,S-OIL,일반,1245.0
A0011388,20200606.0,강원 강릉시,S-OIL,일반,1245.0
A0011388,20200607.0,강원 강릉시,S-OIL,일반,1245.0
A0011491,20200601.0,강원 강릉시,GS칼텍스,일반,1309.0
A0011491,20200602.0,강원 강릉시,GS칼텍스,일반,1309.0
A0011491,20200603.0,강원 강릉시,GS칼텍스,일반,1309.0
A0011491,20200604.0,강원 강릉시,GS칼텍스,일반,1309.0
A0011491,20200605.0,강원 강릉시,GS칼텍스,일반,1309.0
A0011491,20200606.0,강원 강릉시,GS칼텍스,일반,1309.0
A0011491,20200607.0,강원 강릉시,GS칼텍스,일반,1309.0
A0011436,20200601.0,강원 강릉시,S-OIL,셀프,1263.0
A0011436,20200602.0,강원 강릉시,S-OIL,셀프,1263.0
A0011436,20200603.0,강원 강릉시,S-OIL,셀프,1263.0
A0011436,20200604.0,강원 강릉시,S-OIL,셀프,1263.0
A0011436,20200605.0,강원 강릉시,S-OIL,셀프,1263.0
A0011436,20200606.0,강원 강릉시,S-OIL,셀프,1283.0
A0011436,20200607.0,강원 강릉시,S-OIL,셀프,1289.0
A0010217,20200601.0,강원 강릉시,알뜰(ex),셀프,1180.0
A0010217,20200602.0,강원 강릉시,알뜰(ex),셀프,1186.0
A0010217,20200603.0,강원 강릉시,알뜰(ex),셀프,1186.0
A0010217,20200604.0,강원 강릉시,알뜰(ex),셀프,1186.0
A0010217,20200605.0,강원 강릉시,알뜰(ex),셀프,1200.0
A0010217,20200606.0,강원 강릉시,알뜰(ex),셀프,1200.0
A0010217,20200607.0,강원 강릉시,알뜰(ex),셀프,1200.0
A0011581,20200601.0,강원 강릉시,알뜰(ex),셀프,1199.0
A0011581,20200602.0,강원 강릉시,알뜰(ex),셀프,1199.0
A0011581,20200603.0,강원 강릉시,알뜰(ex),셀프,1199.0
A0011581,20200604.0,강원 강릉시,알뜰(ex),셀프,1199.0
A0011581,20200605.0,강원 강릉시,알뜰(ex),셀프,1233.0
A0011581,20200606.0,강원 강릉시,알뜰(ex),셀프,1233.0
A0011581,20200607.0,강원 강릉시,알뜰(ex),셀프,1233.0
A0013644,20200601.0,강원 강릉시,현대오일뱅크,일반,1259.0
A0013644,20200602.0,강원 강릉시,현대오일뱅크,일반,1259.0
A0013644,20200603.0,강원 강릉시,현대오일뱅크,일반,1259.0
A0013644,20200604.0,강원 강릉시,현대오일뱅크,일반,1259.0
A0013644,20200605.0,강원 강릉시,현대오일뱅크,일반,1259.0
A0013644,20200606.0,강원 강릉시,현대오일뱅크,일반,1259.0
A0013644,20200607.0,강원 강릉시,현대오일뱅크,일반,1259.0
A0010532,20200601.0,강원 강릉시,GS칼텍스,셀프,1246.0
A0010532,20200602.0,강원 강릉시,GS칼텍스,셀프,1246.0
A0010532,20200603.0,강원 강릉시,GS칼텍스,셀프,1246.0
A0010532,20200604.0,강원 강릉시,GS칼텍스,셀프,1258.0
A0010532,20200605.0,강원 강릉시,GS칼텍스,셀프,1258.0
A0010532,20200606.0,강원 강릉시,GS칼텍스,셀프,1258.0
A0010532,20200607.0,강원 강릉시,GS칼텍스,셀프,1268.0
A0011602,20200601.0,강원 강릉시,S-OIL,셀프,1220.0
A0011602,20200602.0,강원 강릉시,S-OIL,셀프,1240.0
A0011602,20200603.0,강원 강릉시,S-OIL,셀프,1240.0
A0011602,20200604.0,강원 강릉시,S-OIL,셀프,1240.0
A0011602,20200605.0,강원 강릉시,S-OIL,셀프,1240.0
A0011602,20200606.0,강원 강릉시,S-OIL,셀프,1240.0
A0011602,20200607.0,강원 강릉시,S-OIL,셀프,1240.0
A0011804,20200601.0,강원 강릉시,GS칼텍스,셀프,1245.0
A0011804,20200602.0,강원 강릉시,GS칼텍스,셀프,1245.0
A0011804,20200603.0,강원 강릉시,GS칼텍스,셀프,1245.0
A0011804,20200604.0,강원 강릉시,GS칼텍스,셀프,1245.0
A0011804,20200605.0,강원 강릉시,GS칼텍스,셀프,1255.0
A0011804,20200606.0,강원 강릉시,GS칼텍스,셀프,1255.0
A0011804,20200607.0,강원 강릉시,GS칼텍스,셀프,1255.0
A0011525,20200601.0,강원 강릉시,SK에너지,셀프,1246.0
A0011525,20200602.0,강원 강릉시,SK에너지,셀프,1246.0
A0011525,20200603.0,강원 강릉시,SK에너지,셀프,1246.0
A0011525,20200604.0,강원 강릉시,SK에너지,셀프,1246.0
A0011525,20200605.0,강원 강릉시,SK에너지,셀프,1257.0
A0011525,20200606.0,강원 강릉시,SK에너지,셀프,1257.0
A0011525,20200607.0,강원 강릉시,SK에너지,셀프,1267.0
A0011415,20200601.0,강원 강릉시,SK에너지,일반,1238.0
A0011415,20200602.0,강원 강릉시,SK에너지,일반,1238.0
A0011415,20200603.0,강원 강릉시,SK에너지,일반,1238.0
A0011415,20200604.0,강원 강릉시,SK에너지,일반,1238.0
A0011415,20200605.0,강원 강릉시,SK에너지,일반,1238.0
A0011415,20200606.0,강원 강릉시,SK에너지,일반,1238.0
A0011415,20200607.0,강원 강릉시,SK에너지,일반,1238.0
A0011455,20200601.0,강원 강릉시,S-OIL,셀프,1290.0
A0011455,20200602.0,강원 강릉시,S-OIL,셀프,1290.0
A0011455,20200603.0,강원 강릉시,S-OIL,셀프,1290.0
A0011455,20200604.0,강원 강릉시,S-OIL,셀프,1290.0
A0011455,20200605.0,강원 강릉시,S-OIL,셀프,1290.0
A0011455,20200606.0,강원 강릉시,S-OIL,셀프,1290.0
A0011455,20200607.0,강원 강릉시,S-OIL,셀프,1290.0
A0011347,20200601.0,강원 강릉시,현대오일뱅크,일반,1277.0
A0011347,20200602.0,강원 강릉시,현대오일뱅크,일반,1287.0
A0011347,20200603.0,강원 강릉시,현대오일뱅크,일반,1287.0
A0011347,20200604.0,강원 강릉시,현대오일뱅크,일반,1287.0
A0011347,20200605.0,강원 강릉시,현대오일뱅크,일반,1287.0
A0011347,20200606.0,강원 강릉시,현대오일뱅크,일반,1287.0
A0011347,20200607.0,강원 강릉시,현대오일뱅크,일반,1298.0
A0011408,20200601.0,강원 강릉시,SK에너지,셀프,1255.0
A0011408,20200602.0,강원 강릉시,SK에너지,셀프,1255.0
A0011408,20200603.0,강원 강릉시,SK에너지,셀프,1255.0
A0011408,20200604.0,강원 강릉시,SK에너지,셀프,1265.0
A0011408,20200605.0,강원 강릉시,SK에너지,셀프,1265.0
A0011408,20200606.0,강원 강릉시,SK에너지,셀프,1289.0
A0011408,20200607.0,강원 강릉시,SK에너지,셀프,1289.0
A0011343,20200601.0,강원 강릉시,GS칼텍스,일반,1337.0
A0011343,20200602.0,강원 강릉시,GS칼텍스,일반,1337.0
A0011343,20200603.0,강원 강릉시,GS칼텍스,일반,1337.0
A0011343,20200604.0,강원 강릉시,GS칼텍스,일반,1337.0
A0011343,20200605.0,강원 강릉시,GS칼텍스,일반,1337.0
A0011343,20200606.0,강원 강릉시,GS칼텍스,일반,1337.0
A0011343,20200607.0,강원 강릉시,GS칼텍스,일반,1337.0
A0011540,20200601.0,강원 강릉시,S-OIL,셀프,1235.0
A0011540,20200602.0,강원 강릉시,S-OIL,셀프,1235.0
A0011540,20200603.0,강원 강릉시,S-OIL,셀프,1245.0
A0011540,20200604.0,강원 강릉시,S-OIL,셀프,1245.0
A0011540,20200605.0,강원 강릉시,S-OIL,셀프,1245.0
A0011540,20200606.0,강원 강릉시,S-OIL,셀프,1254.0
A0011540,20200607.0,강원 강릉시,S-OIL,셀프,1254.0
A0011495,20200601.0,강원 강릉시,현대오일뱅크,일반,1340.0
A0011495,20200602.0,강원 강릉시,현대오일뱅크,일반,1340.0
A0011495,20200603.0,강원 강릉시,현대오일뱅크,일반,1340.0
A0011495,20200604.0,강원 강릉시,현대오일뱅크,일반,1340.0
A0011495,20200605.0,강원 강릉시,현대오일뱅크,일반,1340.0
A0011495,20200606.0,강원 강릉시,현대오일뱅크,일반,1340.0
A0011495,20200607.0,강원 강릉시,현대오일뱅크,일반,1340.0
A0010581,20200601.0,강원 강릉시,SK에너지,셀프,1225.0
A0010581,20200602.0,강원 강릉시,SK에너지,셀프,1225.0
A0010581,20200603.0,강원 강릉시,SK에너지,셀프,1225.0
A0010581,20200604.0,강원 강릉시,SK에너지,셀프,1225.0
A0010581,20200605.0,강원 강릉시,SK에너지,셀프,1225.0
A0010581,20200606.0,강원 강릉시,SK에너지,셀프,1225.0
A0010581,20200607.0,강원 강릉시,SK에너지,셀프,1225.0
A0011611,20200601.0,강원 강릉시,현대오일뱅크,셀프,1268.0
A0011611,20200602.0,강원 강릉시,현대오일뱅크,셀프,1268.0
A0011611,20200603.0,강원 강릉시,현대오일뱅크,셀프,1268.0
A0011611,20200604.0,강원 강릉시,현대오일뱅크,셀프,1278.0
A0011611,20200605.0,강원 강릉시,현대오일뱅크,셀프,1298.0
A0011611,20200606.0,강원 강릉시,현대오일뱅크,셀프,1298.0
A0011611,20200607.0,강원 강릉시,현대오일뱅크,셀프,1298.0
A0011553,20200601.0,강원 강릉시,NH-OIL,일반,1250.0
A0011553,20200602.0,강원 강릉시,NH-OIL,일반,1250.0
A0011553,20200603.0,강원 강릉시,NH-OIL,일반,1250.0
A0011553,20200604.0,강원 강릉시,NH-OIL,일반,1250.0
A0011553,20200605.0,강원 강릉시,NH-OIL,일반,1250.0
A0011553,20200606.0,강원 강릉시,NH-OIL,일반,1250.0
A0011553,20200607.0,강원 강릉시,NH-OIL,일반,1250.0
A0011416,20200601.0,강원 강릉시,GS칼텍스,일반,1279.0
A0011416,20200602.0,강원 강릉시,GS칼텍스,일반,1279.0
A0011416,20200603.0,강원 강릉시,GS칼텍스,일반,1279.0
A0011416,20200604.0,강원 강릉시,GS칼텍스,일반,1279.0
A0011416,20200605.0,강원 강릉시,GS칼텍스,일반,1279.0
A0011416,20200606.0,강원 강릉시,GS칼텍스,일반,1309.0
A0011416,20200607.0,강원 강릉시,GS칼텍스,일반,1309.0
A0011379,20200601.0,강원 강릉시,현대오일뱅크,일반,1345.0
A0011379,20200602.0,강원 강릉시,현대오일뱅크,일반,1345.0
A0011379,20200603.0,강원 강릉시,현대오일뱅크,일반,1345.0
A0011379,20200604.0,강원 강릉시,현대오일뱅크,일반,1345.0
A0011379,20200605.0,강원 강릉시,현대오일뱅크,일반,1345.0
A0011379,20200606.0,강원 강릉시,현대오일뱅크,일반,1345.0
A0011379,20200607.0,강원 강릉시,현대오일뱅크,일반,1345.0
A0032685,20200601.0,강원 강릉시,NH-OIL,일반,1237.0
A0032685,20200602.0,강원 강릉시,NH-OIL,일반,1237.0
A0032685,20200603.0,강원 강릉시,NH-OIL,일반,1237.0
A0032685,20200604.0,강원 강릉시,NH-OIL,일반,1237.0
A0032685,20200605.0,강원 강릉시,NH-OIL,일반,1237.0
A0032685,20200606.0,강원 강릉시,NH-OIL,일반,1237.0
A0032685,20200607.0,강원 강릉시,NH-OIL,일반,1237.0
A0011593,20200601.0,강원 강릉시,GS칼텍스,셀프,1269.0
A0011593,20200602.0,강원 강릉시,GS칼텍스,셀프,1269.0
A0011593,20200603.0,강원 강릉시,GS칼텍스,셀프,1279.0
A0011593,20200604.0,강원 강릉시,GS칼텍스,셀프,1279.0
A0011593,20200605.0,강원 강릉시,GS칼텍스,셀프,1279.0
A0011593,20200606.0,강원 강릉시,GS칼텍스,셀프,1295.0
A0011593,20200607.0,강원 강릉시,GS칼텍스,셀프,1295.0
A0010539,20200601.0,강원 강릉시,SK에너지,셀프,1249.0
A0010539,20200602.0,강원 강릉시,SK에너지,셀프,1249.0
A0010539,20200603.0,강원 강릉시,SK에너지,셀프,1269.0
A0010539,20200604.0,강원 강릉시,SK에너지,셀프,1269.0
A0010539,20200605.0,강원 강릉시,SK에너지,셀프,1269.0
A0010539,20200606.0,강원 강릉시,SK에너지,셀프,1269.0
A0010539,20200607.0,강원 강릉시,SK에너지,셀프,1286.0
A0011368,20200602.0,강원 강릉시,S-OIL,셀프,1366.0
A0011368,20200603.0,강원 강릉시,S-OIL,셀프,1366.0
A0011368,20200604.0,강원 강릉시,S-OIL,셀프,1366.0
A0011368,20200605.0,강원 강릉시,S-OIL,셀프,1366.0
A0011368,20200606.0,강원 강릉시,S-OIL,셀프,1366.0
A0011368,20200607.0,강원 강릉시,S-OIL,셀프,1366.0
A0011349,20200601.0,강원 강릉시,자가상표,일반,1358.0
A0011349,20200602.0,강원 강릉시,자가상표,일반,1358.0
A0011349,20200603.0,강원 강릉시,자가상표,일반,1358.0
A0011349,20200604.0,강원 강릉시,자가상표,일반,1358.0
A0011349,20200605.0,강원 강릉시,자가상표,일반,1358.0
A0011349,20200606.0,강원 강릉시,자가상표,일반,1358.0
A0011349,20200607.0,강원 강릉시,자가상표,일반,1358.0
A0011488,20200601.0,강원 강릉시,알뜰주유소,셀프,1198.0
A0011488,20200602.0,강원 강릉시,알뜰주유소,셀프,1200.0
A0011488,20200603.0,강원 강릉시,알뜰주유소,셀프,1225.0
A0011488,20200604.0,강원 강릉시,알뜰주유소,셀프,1225.0
A0011488,20200605.0,강원 강릉시,알뜰주유소,셀프,1225.0
A0011488,20200606.0,강원 강릉시,알뜰주유소,셀프,1229.0
A0011488,20200607.0,강원 강릉시,알뜰주유소,셀프,1229.0
A0011454,20200601.0,강원 강릉시,S-OIL,셀프,1225.0
A0011454,20200602.0,강원 강릉시,S-OIL,셀프,1235.0
A0011454,20200603.0,강원 강릉시,S-OIL,셀프,1235.0
A0011454,20200604.0,강원 강릉시,S-OIL,셀프,1245.0
A0011454,20200605.0,강원 강릉시,S-OIL,셀프,1245.0
A0011454,20200606.0,강원 강릉시,S-OIL,셀프,1245.0
A0011454,20200607.0,강원 강릉시,S-OIL,셀프,1245.0
A0011468,20200601.0,강원 강릉시,현대오일뱅크,셀프,1197.0
A0011468,20200602.0,강원 강릉시,현대오일뱅크,셀프,1197.0
A0011468,20200603.0,강원 강릉시,현대오일뱅크,셀프,1199.0
A0011468,20200604.0,강원 강릉시,현대오일뱅크,셀프,1224.0
A0011468,20200605.0,강원 강릉시,현대오일뱅크,셀프,1224.0
A0011468,20200606.0,강원 강릉시,현대오일뱅크,셀프,1228.0
A0011468,20200607.0,강원 강릉시,현대오일뱅크,셀프,1228.0
A0011382,20200601.0,강원 강릉시,SK에너지,일반,1355.0
A0011382,20200602.0,강원 강릉시,SK에너지,일반,1355.0
A0011382,20200603.0,강원 강릉시,SK에너지,일반,1355.0
A0011382,20200604.0,강원 강릉시,SK에너지,일반,1355.0
A0011382,20200605.0,강원 강릉시,SK에너지,일반,1355.0
A0011382,20200606.0,강원 강릉시,SK에너지,일반,1355.0
A0011382,20200607.0,강원 강릉시,SK에너지,일반,1355.0
A0011448,20200601.0,강원 강릉시,S-OIL,일반,1350.0
A0011448,20200602.0,강원 강릉시,S-OIL,일반,1350.0
A0011448,20200603.0,강원 강릉시,S-OIL,일반,1350.0
A0011448,20200604.0,강원 강릉시,S-OIL,일반,1350.0
A0011448,20200605.0,강원 강릉시,S-OIL,일반,1350.0
A0011448,20200606.0,강원 강릉시,S-OIL,일반,1350.0
A0011448,20200607.0,강원 강릉시,S-OIL,일반,1350.0
A0011612,20200601.0,강원 강릉시,SK에너지,셀프,1280.0
A0011612,20200602.0,강원 강릉시,SK에너지,셀프,1280.0
A0011612,20200603.0,강원 강릉시,SK에너지,셀프,1280.0
A0011612,20200604.0,강원 강릉시,SK에너지,셀프,1280.0
A0011612,20200605.0,강원 강릉시,SK에너지,셀프,1300.0
A0011612,20200606.0,강원 강릉시,SK에너지,셀프,1300.0
A0011612,20200607.0,강원 강릉시,SK에너지,셀프,1300.0
A0011492,20200601.0,강원 강릉시,SK에너지,일반,1297.0
A0011492,20200602.0,강원 강릉시,SK에너지,일반,1297.0
A0011492,20200603.0,강원 강릉시,SK에너지,일반,1297.0
A0011492,20200604.0,강원 강릉시,SK에너지,일반,1297.0
A0011492,20200605.0,강원 강릉시,SK에너지,일반,1297.0
A0011492,20200606.0,강원 강릉시,SK에너지,일반,1297.0
A0011492,20200607.0,강원 강릉시,SK에너지,일반,1297.0
A0011608,20200601.0,강원 강릉시,알뜰(ex),셀프,1185.0
A0011608,20200602.0,강원 강릉시,알뜰(ex),셀프,1195.0
A0011608,20200603.0,강원 강릉시,알뜰(ex),셀프,1195.0
A0011608,20200604.0,강원 강릉시,알뜰(ex),셀프,1215.0
A0011608,20200605.0,강원 강릉시,알뜰(ex),셀프,1238.0
A0011608,20200606.0,강원 강릉시,알뜰(ex),셀프,1245.0
A0011608,20200607.0,강원 강릉시,알뜰(ex),셀프,1245.0
A0011563,20200601.0,강원 강릉시,현대오일뱅크,일반,1230.0
A0011563,20200602.0,강원 강릉시,현대오일뱅크,일반,1230.0
A0011563,20200603.0,강원 강릉시,현대오일뱅크,일반,1230.0
A0011563,20200604.0,강원 강릉시,현대오일뱅크,일반,1280.0
A0011563,20200605.0,강원 강릉시,현대오일뱅크,일반,1280.0
A0011563,20200606.0,강원 강릉시,현대오일뱅크,일반,1280.0
A0011563,20200607.0,강원 강릉시,현대오일뱅크,일반,1280.0
A0011546,20200601.0,강원 강릉시,NH-OIL,일반,1235.0
A0011546,20200602.0,강원 강릉시,NH-OIL,일반,1235.0
A0011546,20200603.0,강원 강릉시,NH-OIL,일반,1285.0
A0011546,20200604.0,강원 강릉시,NH-OIL,일반,1285.0
A0011546,20200605.0,강원 강릉시,NH-OIL,일반,1285.0
