번호,기간,지역,상표,셀프여부,휘발유
A0010217,20180602.0,강원 강릉시,알뜰(ex),셀프,1575.0
A0010217,20180603.0,강원 강릉시,알뜰(ex),셀프,1575.0
A0010217,20180604.0,강원 강릉시,알뜰(ex),셀프,1575.0
A0010217,20180605.0,강원 강릉시,알뜰(ex),셀프,1575.0
A0010217,20180606.0,강원 강릉시,알뜰(ex),셀프,1575.0
A0010217,20180607.0,강원 강릉시,알뜰(ex),셀프,1575.0
A0011581,20180601.0,강원 강릉시,알뜰(ex),셀프,1580.0
A0011581,20180602.0,강원 강릉시,알뜰(ex),셀프,1580.0
A0011581,20180603.0,강원 강릉시,알뜰(ex),셀프,1580.0
A0011581,20180604.0,강원 강릉시,알뜰(ex),셀프,1580.0
A0011581,20180605.0,강원 강릉시,알뜰(ex),셀프,1570.0
A0011581,20180606.0,강원 강릉시,알뜰(ex),셀프,1570.0
A0011581,20180607.0,강원 강릉시,알뜰(ex),셀프,1570.0
A0013644,20180601.0,강원 강릉시,현대오일뱅크,일반,1586.0
A0013644,20180602.0,강원 강릉시,현대오일뱅크,일반,1586.0
A0013644,20180603.0,강원 강릉시,현대오일뱅크,일반,1586.0
A0013644,20180604.0,강원 강릉시,현대오일뱅크,일반,1595.0
A0013644,20180605.0,강원 강릉시,현대오일뱅크,일반,1595.0
A0013644,20180606.0,강원 강릉시,현대오일뱅크,일반,1595.0
A0013644,20180607.0,강원 강릉시,현대오일뱅크,일반,1595.0
A0010532,20180601.0,강원 강릉시,GS칼텍스,셀프,1598.0
A0010532,20180602.0,강원 강릉시,GS칼텍스,셀프,1583.0
A0010532,20180603.0,강원 강릉시,GS칼텍스,셀프,1583.0
A0010532,20180604.0,강원 강릉시,GS칼텍스,셀프,1583.0
A0010532,20180605.0,강원 강릉시,GS칼텍스,셀프,1583.0
A0010532,20180606.0,강원 강릉시,GS칼텍스,셀프,1583.0
A0010532,20180607.0,강원 강릉시,GS칼텍스,셀프,1583.0
A0011602,20180601.0,강원 강릉시,S-OIL,셀프,1574.0
A0011602,20180602.0,강원 강릉시,S-OIL,셀프,1574.0
A0011602,20180603.0,강원 강릉시,S-OIL,셀프,1574.0
A0011602,20180604.0,강원 강릉시,S-OIL,셀프,1574.0
A0011602,20180605.0,강원 강릉시,S-OIL,셀프,1574.0
A0011602,20180606.0,강원 강릉시,S-OIL,셀프,1574.0
A0011602,20180607.0,강원 강릉시,S-OIL,셀프,1574.0
A0011804,20180601.0,강원 강릉시,GS칼텍스,셀프,1577.0
A0011804,20180602.0,강원 강릉시,GS칼텍스,셀프,1577.0
A0011804,20180603.0,강원 강릉시,GS칼텍스,셀프,1577.0
A0011804,20180604.0,강원 강릉시,GS칼텍스,셀프,1577.0
A0011804,20180605.0,강원 강릉시,GS칼텍스,셀프,1577.0
A0011804,20180606.0,강원 강릉시,GS칼텍스,셀프,1577.0
A0011804,20180607.0,강원 강릉시,GS칼텍스,셀프,1577.0
A0011525,20180601.0,강원 강릉시,SK에너지,셀프,1637.0
A0011525,20180602.0,강원 강릉시,SK에너지,셀프,1637.0
A0011525,20180603.0,강원 강릉시,SK에너지,셀프,1637.0
A0011525,20180604.0,강원 강릉시,SK에너지,셀프,1637.0
A0011525,20180605.0,강원 강릉시,SK에너지,셀프,1637.0
A0011525,20180606.0,강원 강릉시,SK에너지,셀프,1637.0
A0011525,20180607.0,강원 강릉시,SK에너지,셀프,1637.0
A0011415,20180601.0,강원 강릉시,SK에너지,일반,1606.0
A0011415,20180602.0,강원 강릉시,SK에너지,일반,1606.0
A0011415,20180603.0,강원 강릉시,SK에너지,일반,1606.0
A0011415,20180604.0,강원 강릉시,SK에너지,일반,1606.0
A0011415,20180605.0,강원 강릉시,SK에너지,일반,1606.0
A0011415,20180606.0,강원 강릉시,SK에너지,일반,1606.0
A0011415,20180607.0,강원 강릉시,SK에너지,일반,1606.0
A0011455,20180601.0,강원 강릉시,S-OIL,셀프,1650.0
A0011455,20180602.0,강원 강릉시,S-OIL,셀프,1650.0
A0011455,20180603.0,강원 강릉시,S-OIL,셀프,1650.0
A0011455,20180604.0,강원 강릉시,S-OIL,셀프,1650.0
A0011455,20180605.0,강원 강릉시,S-OIL,셀프,1650.0
A0011455,20180606.0,강원 강릉시,S-OIL,셀프,1650.0
A0011455,20180607.0,강원 강릉시,S-OIL,셀프,1650.0
A0011347,20180601.0,강원 강릉시,현대오일뱅크,일반,1619.0
A0011347,20180602.0,강원 강릉시,현대오일뱅크,일반,1619.0
A0011347,20180603.0,강원 강릉시,현대오일뱅크,일반,1619.0
A0011347,20180604.0,강원 강릉시,현대오일뱅크,일반,1619.0
A0011347,20180605.0,강원 강릉시,현대오일뱅크,일반,1619.0
A0011347,20180606.0,강원 강릉시,현대오일뱅크,일반,1619.0
A0011347,20180607.0,강원 강릉시,현대오일뱅크,일반,1619.0
A0011603,20180601.0,강원 강릉시,현대오일뱅크,셀프,1594.0
A0011603,20180602.0,강원 강릉시,현대오일뱅크,셀프,1594.0
A0011603,20180603.0,강원 강릉시,현대오일뱅크,셀프,1594.0
A0011603,20180604.0,강원 강릉시,현대오일뱅크,셀프,1594.0
A0011603,20180605.0,강원 강릉시,현대오일뱅크,셀프,1594.0
A0011603,20180606.0,강원 강릉시,현대오일뱅크,셀프,1594.0
A0011603,20180607.0,강원 강릉시,현대오일뱅크,셀프,1594.0
A0011408,20180601.0,강원 강릉시,SK에너지,셀프,1592.0
A0011408,20180602.0,강원 강릉시,SK에너지,셀프,1592.0
A0011408,20180603.0,강원 강릉시,SK에너지,셀프,1592.0
A0011408,20180604.0,강원 강릉시,SK에너지,셀프,1592.0
A0011408,20180605.0,강원 강릉시,SK에너지,셀프,1592.0
A0011408,20180606.0,강원 강릉시,SK에너지,셀프,1592.0
A0011408,20180607.0,강원 강릉시,SK에너지,셀프,1592.0
A0011343,20180601.0,강원 강릉시,GS칼텍스,일반,1654.0
A0011343,20180602.0,강원 강릉시,GS칼텍스,일반,1654.0
A0011343,20180603.0,강원 강릉시,GS칼텍스,일반,1654.0
A0011343,20180604.0,강원 강릉시,GS칼텍스,일반,1654.0
A0011343,20180605.0,강원 강릉시,GS칼텍스,일반,1654.0
A0011343,20180606.0,강원 강릉시,GS칼텍스,일반,1654.0
A0011343,20180607.0,강원 강릉시,GS칼텍스,일반,1654.0
A0011540,20180601.0,강원 강릉시,S-OIL,셀프,1594.0
A0011540,20180602.0,강원 강릉시,S-OIL,셀프,1594.0
A0011540,20180603.0,강원 강릉시,S-OIL,셀프,1594.0
A0011540,20180604.0,강원 강릉시,S-OIL,셀프,1594.0
A0011540,20180605.0,강원 강릉시,S-OIL,셀프,1594.0
A0011540,20180606.0,강원 강릉시,S-OIL,셀프,1594.0
A0011540,20180607.0,강원 강릉시,S-OIL,셀프,1594.0
A0011495,20180601.0,강원 강릉시,현대오일뱅크,일반,1708.0
A0011495,20180602.0,강원 강릉시,현대오일뱅크,일반,1708.0
A0011495,20180603.0,강원 강릉시,현대오일뱅크,일반,1708.0
A0011495,20180604.0,강원 강릉시,현대오일뱅크,일반,1708.0
A0011495,20180605.0,강원 강릉시,현대오일뱅크,일반,1708.0
A0011495,20180606.0,강원 강릉시,현대오일뱅크,일반,1708.0
A0011495,20180607.0,강원 강릉시,현대오일뱅크,일반,1708.0
A0010581,20180601.0,강원 강릉시,SK에너지,셀프,1569.0
A0010581,20180602.0,강원 강릉시,SK에너지,셀프,1569.0
A0010581,20180603.0,강원 강릉시,SK에너지,셀프,1569.0
A0010581,20180604.0,강원 강릉시,SK에너지,셀프,1569.0
A0010581,20180605.0,강원 강릉시,SK에너지,셀프,1569.0
A0010581,20180606.0,강원 강릉시,SK에너지,셀프,1569.0
A0010581,20180607.0,강원 강릉시,SK에너지,셀프,1569.0
A0011611,20180601.0,강원 강릉시,현대오일뱅크,셀프,1592.0
A0011611,20180602.0,강원 강릉시,현대오일뱅크,셀프,1592.0
A0011611,20180603.0,강원 강릉시,현대오일뱅크,셀프,1592.0
A0011611,20180604.0,강원 강릉시,현대오일뱅크,셀프,1592.0
A0011611,20180605.0,강원 강릉시,현대오일뱅크,셀프,1592.0
A0011611,20180606.0,강원 강릉시,현대오일뱅크,셀프,1589.0
A0011611,20180607.0,강원 강릉시,현대오일뱅크,셀프,1589.0
A0011553,20180601.0,강원 강릉시,NH-OIL,일반,1570.0
A0011553,20180602.0,강원 강릉시,NH-OIL,일반,1570.0
A0011553,20180603.0,강원 강릉시,NH-OIL,일반,1570.0
A0011553,20180604.0,강원 강릉시,NH-OIL,일반,1570.0
A0011553,20180605.0,강원 강릉시,NH-OIL,일반,1570.0
A0011553,20180606.0,강원 강릉시,NH-OIL,일반,1570.0
A0011553,20180607.0,강원 강릉시,NH-OIL,일반,1570.0
A0011416,20180601.0,강원 강릉시,GS칼텍스,일반,1599.0
A0011416,20180602.0,강원 강릉시,GS칼텍스,일반,1599.0
A0011416,20180603.0,강원 강릉시,GS칼텍스,일반,1599.0
A0011416,20180604.0,강원 강릉시,GS칼텍스,일반,1599.0
A0011416,20180605.0,강원 강릉시,GS칼텍스,일반,1599.0
A0011416,20180606.0,강원 강릉시,GS칼텍스,일반,1599.0
A0011416,20180607.0,강원 강릉시,GS칼텍스,일반,1599.0
A0011379,20180601.0,강원 강릉시,현대오일뱅크,일반,1635.0
A0011379,20180602.0,강원 강릉시,현대오일뱅크,일반,1635.0
A0011379,20180603.0,강원 강릉시,현대오일뱅크,일반,1635.0
A0011379,20180604.0,강원 강릉시,현대오일뱅크,일반,1635.0
A0011379,20180605.0,강원 강릉시,현대오일뱅크,일반,1635.0
A0011379,20180606.0,강원 강릉시,현대오일뱅크,일반,1635.0
A0011379,20180607.0,강원 강릉시,현대오일뱅크,일반,1635.0
A0032685,20180601.0,강원 강릉시,NH-OIL,일반,1595.0
A0032685,20180602.0,강원 강릉시,NH-OIL,일반,1595.0
A0032685,20180603.0,강원 강릉시,NH-OIL,일반,1595.0
A0032685,20180604.0,강원 강릉시,NH-OIL,일반,1595.0
A0032685,20180605.0,강원 강릉시,NH-OIL,일반,1595.0
A0032685,20180606.0,강원 강릉시,NH-OIL,일반,1595.0
A0032685,20180607.0,강원 강릉시,NH-OIL,일반,1595.0
A0011593,20180601.0,강원 강릉시,현대오일뱅크,셀프,1597.0
A0011593,20180602.0,강원 강릉시,현대오일뱅크,셀프,1597.0
A0011593,20180603.0,강원 강릉시,현대오일뱅크,셀프,1597.0
A0011593,20180604.0,강원 강릉시,현대오일뱅크,셀프,1597.0
A0011593,20180605.0,강원 강릉시,현대오일뱅크,셀프,1597.0
A0011593,20180606.0,강원 강릉시,현대오일뱅크,셀프,1597.0
A0011593,20180607.0,강원 강릉시,현대오일뱅크,셀프,1597.0
A0010539,20180601.0,강원 강릉시,SK에너지,셀프,1598.0
A0010539,20180602.0,강원 강릉시,SK에너지,셀프,1598.0
A0010539,20180603.0,강원 강릉시,SK에너지,셀프,1598.0
A0010539,20180604.0,강원 강릉시,SK에너지,셀프,1598.0
A0010539,20180605.0,강원 강릉시,SK에너지,셀프,1598.0
A0010539,20180606.0,강원 강릉시,SK에너지,셀프,1598.0
A0010539,20180607.0,강원 강릉시,SK에너지,셀프,1598.0
A0011368,20180601.0,강원 강릉시,S-OIL,셀프,1595.0
A0011368,20180602.0,강원 강릉시,S-OIL,셀프,1595.0
A0011368,20180603.0,강원 강릉시,S-OIL,셀프,1595.0
A0011368,20180604.0,강원 강릉시,S-OIL,셀프,1595.0
A0011368,20180605.0,강원 강릉시,S-OIL,셀프,1595.0
A0011368,20180606.0,강원 강릉시,S-OIL,셀프,1595.0
A0011368,20180607.0,강원 강릉시,S-OIL,셀프,1595.0
A0011349,20180601.0,강원 강릉시,자가상표,일반,1570.0
A0011349,20180602.0,강원 강릉시,자가상표,일반,1570.0
A0011349,20180603.0,강원 강릉시,자가상표,일반,1570.0
A0011349,20180604.0,강원 강릉시,자가상표,일반,1570.0
A0011349,20180605.0,강원 강릉시,자가상표,일반,1570.0
A0011349,20180606.0,강원 강릉시,자가상표,일반,1570.0
A0011349,20180607.0,강원 강릉시,자가상표,일반,1570.0
A0011488,20180601.0,강원 강릉시,알뜰주유소,셀프,1563.0
A0011488,20180602.0,강원 강릉시,알뜰주유소,셀프,1563.0
A0011488,20180603.0,강원 강릉시,알뜰주유소,셀프,1563.0
A0011488,20180604.0,강원 강릉시,알뜰주유소,셀프,1563.0
A0011488,20180605.0,강원 강릉시,알뜰주유소,셀프,1563.0
A0011488,20180606.0,강원 강릉시,알뜰주유소,셀프,1563.0
A0011488,20180607.0,강원 강릉시,알뜰주유소,셀프,1563.0
A0011454,20180601.0,강원 강릉시,S-OIL,셀프,1574.0
A0011454,20180602.0,강원 강릉시,S-OIL,셀프,1574.0
A0011454,20180603.0,강원 강릉시,S-OIL,셀프,1574.0
A0011454,20180604.0,강원 강릉시,S-OIL,셀프,1574.0
A0011454,20180605.0,강원 강릉시,S-OIL,셀프,1574.0
A0011454,20180606.0,강원 강릉시,S-OIL,셀프,1574.0
A0011454,20180607.0,강원 강릉시,S-OIL,셀프,1574.0
A0011468,20180601.0,강원 강릉시,현대오일뱅크,셀프,1590.0
A0011468,20180602.0,강원 강릉시,현대오일뱅크,셀프,1590.0
A0011468,20180603.0,강원 강릉시,현대오일뱅크,셀프,1590.0
A0011468,20180604.0,강원 강릉시,현대오일뱅크,셀프,1590.0
A0011468,20180605.0,강원 강릉시,현대오일뱅크,셀프,1590.0
A0011468,20180606.0,강원 강릉시,현대오일뱅크,셀프,1590.0
A0011468,20180607.0,강원 강릉시,현대오일뱅크,셀프,1590.0
A0011382,20180601.0,강원 강릉시,SK에너지,일반,1656.0
A0011382,20180602.0,강원 강릉시,SK에너지,일반,1656.0
A0011382,20180603.0,강원 강릉시,SK에너지,일반,1656.0
A0011382,20180604.0,강원 강릉시,SK에너지,일반,1656.0
A0011382,20180605.0,강원 강릉시,SK에너지,일반,1696.0
A0011382,20180606.0,강원 강릉시,SK에너지,일반,1696.0
A0011382,20180607.0,강원 강릉시,SK에너지,일반,1696.0
A0011448,20180601.0,강원 강릉시,S-OIL,일반,1640.0
A0011448,20180602.0,강원 강릉시,S-OIL,일반,1640.0
A0011448,20180603.0,강원 강릉시,S-OIL,일반,1640.0
A0011448,20180604.0,강원 강릉시,S-OIL,일반,1640.0
A0011448,20180605.0,강원 강릉시,S-OIL,일반,1640.0
A0011448,20180606.0,강원 강릉시,S-OIL,일반,1640.0
A0011448,20180607.0,강원 강릉시,S-OIL,일반,1640.0
A0011612,20180601.0,강원 강릉시,SK에너지,셀프,1595.0
A0011612,20180602.0,강원 강릉시,SK에너지,셀프,1595.0
A0011612,20180603.0,강원 강릉시,SK에너지,셀프,1595.0
A0011612,20180604.0,강원 강릉시,SK에너지,셀프,1595.0
A0011612,20180605.0,강원 강릉시,SK에너지,셀프,1595.0
A0011612,20180606.0,강원 강릉시,SK에너지,셀프,1595.0
A0011612,20180607.0,강원 강릉시,SK에너지,셀프,1595.0
A0011492,20180601.0,강원 강릉시,SK에너지,일반,1627.0
A0011492,20180602.0,강원 강릉시,SK에너지,일반,1627.0
A0011492,20180603.0,강원 강릉시,SK에너지,일반,1627.0
A0011492,20180604.0,강원 강릉시,SK에너지,일반,1627.0
A0011492,20180605.0,강원 강릉시,SK에너지,일반,1627.0
A0011492,20180606.0,강원 강릉시,SK에너지,일반,1627.0
A0011492,20180607.0,강원 강릉시,SK에너지,일반,1627.0
A0011608,20180601.0,강원 강릉시,알뜰(ex),셀프,1579.0
A0011608,20180602.0,강원 강릉시,알뜰(ex),셀프,1579.0
A0011608,20180603.0,강원 강릉시,알뜰(ex),셀프,1579.0
A0011608,20180604.0,강원 강릉시,알뜰(ex),셀프,1579.0
A0011608,20180605.0,강원 강릉시,알뜰(ex),셀프,1579.0
A0011608,20180606.0,강원 강릉시,알뜰(ex),셀프,1579.0
A0011608,20180607.0,강원 강릉시,알뜰(ex),셀프,1579.0
A0011563,20180601.0,강원 강릉시,현대오일뱅크,일반,1580.0
A0011563,20180602.0,강원 강릉시,현대오일뱅크,일반,1580.0
A0011563,20180603.0,강원 강릉시,현대오일뱅크,일반,1580.0
