"사용월","호선명","지하철역","04시-05시 승차인원","04시-05시 하차인원","05시-06시 승차인원","05시-06시 하차인원","06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원","10시-11시 승차인원","10시-11시 하차인원","11시-12시 승차인원","11시-12시 하차인원","12시-13시 승차인원","12시-13시 하차인원","13시-14시 승차인원","13시-14시 하차인원","14시-15시 승차인원","14시-15시 하차인원","15시-16시 승차인원","15시-16시 하차인원","16시-17시 승차인원","16시-17시 하차인원","17시-18시 승차인원","17시-18시 하차인원","18시-19시 승차인원","18시-19시 하차인원","19시-20시 승차인원","19시-20시 하차인원","20시-21시 승차인원","20시-21시 하차인원","21시-22시 승차인원","21시-22시 하차인원","22시-23시 승차인원","22시-23시 하차인원","23시-24시 승차인원","23시-24시 하차인원","00시-01시 승차인원","00시-01시 하차인원","01시-02시 승차인원","01시-02시 하차인원","02시-03시 승차인원","02시-03시 하차인원","03시-04시 승차인원","03시-04시 하차인원","작업일자"
"202106","2호선","강남","68","5","5634","10898","15798","49800","37686","150575","60412","319617","47444","310538","47162","146907","63593","104498","80198","102420","96731","121091","104901","108102","130240","99570","149359","104024","228834","130644","333597","182063","202589","99888","156402","43968","212344","35446","209363","37493","27475","13686","7","5","0","0","0","0","0","0","20210703"
"202106","2호선","강변(동서울터미널)","18","0","8295","2136","27343","21465","77995","24424","106012","46063","72448","36699","50860","34309","45540","31714","45801","35111","43734","39567","39557","40686","42320","47913","44565","54097","51506","71481","58456","108021","41062","74801","30584","47900","26850","40695","20304","48963","5206","14835","4","403","1","0","0","0","0","0","20210703"
"202106","2호선","건대입구","176","7","14205","2139","20389","19701","52326","26069","88094","61058","58146","47220","33837","36298","31591","37929","36562","46292","39017","52863","39510","53815","44476","59182","54230","70290","66175","97732","79285","144916","56745","94289","57426","49337","82927","45034","81501","50847","11703","22174","15","2442","0","0","0","0","0","0","20210703"
"202106","2호선","교대(법원.검찰청)","18","1","2366","6923","11842","25344","24154","58254","33988","157982","26824","137549","25349","66113","30985","51410","34406","46562","40404","53373","47657","48092","52623","44124","58677","44462","93206","52592","146869","67556","64550","40034","49050","21605","58044","19337","53655","22696","7841","8012","3","55","0","0","0","0","0","0","20210703"
"202106","2호선","구로디지털단지","285","6","40159","5663","52880","22522","134048","85822","183174","268761","109828","152613","60920","57973","54690","43450","59463","44629","61034","51260","55513","50689","57430","60106","70475","70809","126410","103734","236175","162836","109183","125661","61807","76419","56760","75719","49254","89412","7902","36652","0","34","1","1","0","0","0","0","20210703"
"202106","2호선","구의(광진구청)","50","1","13662","1149","25627","9640","66711","15389","111827","39614","62341","22182","32099","18572","26917","18261","27514","20806","26932","23563","24838","24857","24733","31703","29724","36047","32580","51142","41165","90738","20148","64759","15673","40868","16519","38952","15886","44587","4342","16515","6","1038","0","0","0","0","0","0","20210703"
"202106","2호선","낙성대(강감찬)","56","0","11657","1942","26007","8488","77510","20099","125167","38509","76944","30811","39332","23826","33589","21550","35687","24991","34536","25891","31855","28381","33446","32751","36243","38821","43151","55950","46497","95878","26218","81237","20440","50982","20718","49182","17056","62294","4231","22418","6","1409","0","0","0","0","0","0","20210703"
"202106","2호선","당산","44","4","6576","3109","17276","12432","45774","29933","55760","78083","31967","37339","21461","18344","20442","16913","21169","18874","21111","21079","20485","20677","22033","22902","25602","28613","40176","43049","60343","73469","26398","48000","19514","29505","22644","29942","21194","33814","4488","13350","1","205","0","0","0","0","0","0","20210703"
"202106","2호선","대림(구로구청)","412","20","34772","3267","29903","11601","65255","24681","91050","56423","61110","34946","33297","28143","27642","28225","30079","27936","29912","29486","27827","29703","28836","37228","33233","41615","41912","58740","52957","72361","26990","52134","18925","34930","16643","44849","12799","50327","3662","17529","2","305","1","0","0","0","0","0","20210703"
"202106","2호선","도림천","0","0","263","320","1272","833","3182","4678","3286","6326","2138","2308","1836","1521","1620","1305","2489","1941","1670","1452","2297","1815","2844","1503","3086","1761","2962","2276","4158","2852","1918","2584","950","1506","879","1366","489","1445","151","669","3","50","0","0","0","0","0","0","20210703"
"202106","2호선","동대문역사문화공원(DDP)","334","5","6338","1096","4462","7728","6190","23936","9136","50285","9118","29711","10107","23521","13110","24484","15181","21251","16607","21216","19514","20831","25306","18746","30356","16448","36618","17178","40202","19893","23199","20875","17109","13169","19484","10321","14614","10220","4046","5848","3","362","0","0","0","0","0","0","20210703"
"202106","2호선","뚝섬","25","11","3481","2219","7841","14766","18702","37548","25566","141284","17966","87408","14073","38360","15173","27280","18985","29331","20845","32608","24905","28097","30042","28451","38231","29465","64022","32693","125164","43486","61137","24961","38540","12909","38004","11243","29495","13263","4086","5431","4","60","0","0","0","0","0","0","20210703"
"202106","2호선","문래","12","0","3750","2246","13425","10424","42587","35904","46699","124013","25361","54728","17682","21707","17109","18746","19191","21015","21095","21885","21179","20881","23904","22436","29692","25703","53988","33613","103006","55422","35687","38466","24287","19248","27139","17526","25190","20479","3860","7474","3","212","0","0","1","1","0","0","20210703"
"202106","2호선","방배","3","1","2771","3143","9266","14236","23001","27907","30780","73679","23695","46538","17019","23692","17378","18937","19294","19729","21843","21431","22577","20959","25141","21065","31328","22890","42127","29101","66605","37378","26986","25453","19297","16085","20356","16246","18102","19311","3448","6320","1","23","1","1","2","2","0","0","20210703"
"202106","2호선","봉천","49","0","15809","1588","28936","7349","80452","13080","122108","26337","68994","19903","36127","18991","29630","19263","30628","20935","30956","23982","26115","25036","26455","32375","29254","36485","29450","50275","32484","85946","18089","70985","14527","42176","14440","40541","11213","46417","2650","18540","1","216","0","0","0","0","0","0","20210703"
"202106","2호선","사당","93","3","11914","3608","25142","27176","71046","40749","99350","61741","68597","46692","42278","38259","38482","40378","42965","41123","44447","43722","43953","43258","45379","51658","50491","66369","63099","98322","87006","150629","53854","101100","48106","58073","61899","56336","62883","67449","11040","25121","5","1427","0","0","0","0","0","0","20210703"
"202106","2호선","삼성(무역센터)","144","0","4308","5060","6824","39509","14275","125083","19060","329768","20085","230793","22351","92072","32496","67706","39188","59609","50793","67325","62437","56441","76464","48089","96166","46843","179797","47887","292353","54569","145577","29137","101060","16038","89962","12849","67261","13222","8571","4721","0","1992","0","0","0","0","0","0","20210703"
"202106","2호선","상왕십리","84","8","5331","539","13243","5660","38398","12466","59728","35889","32021","20006","19804","13366","17833","11743","18591","14145","18445","15188","16887","16194","18753","17704","19027","21316","23583","30658","28805","48281","17223","32969","11409","20006","10593","19694","8229","22933","1724","9274","0","0","0","0","0","0","0","0","20210703"
"202106","2호선","서울대입구(관악구청)","3862","12","28844","2372","43374","13516","126268","31479","182014","65620","114219","60236","61185","48062","54187","42982","60127","47115","60081","52218","56096","53703","60652","61127","68997","72036","76654","101650","85401","173128","50652","141346","42459","80526","50213","74010","45312","94861","9108","35233","1","7332","0","0","0","0","0","0","20210703"
"202106","2호선","서초","41","1","1254","4470","7429","19853","14833","50017","24521","122633","24260","89155","18322","36873","24348","25777","22332","20262","27938","24306","29289","21969","34496","19230","40830","20256","67516","20632","105483","22952","43063","15053","26002","9241","27445","8981","20674","11076","4234","3479","1","1","0","0","0","0","0","0","20210703"
"202106","2호선","선릉","24","0","3627","6383","10025","38339","20170","109031","29681","279007","28075","213379","31786","90882","42605","62958","49628","52723","58696","59890","67661","51028","83895","44835","113307","42493","169112","49187","288032","53553","133762","30913","83372","17950","88665","15963","81012","18029","11296","6674","0","98","0","0","0","0","0","0","20210703"
"202106","2호선","성수","67","0","5404","3807","9234","27616","22648","73962","29800","269072","22575","143068","19827","48317","20914","37558","24384","38283","29681","43934","33835","40751","40333","40805","51988","41510","103029","45345","227994","56132","95913","33187","55590","16273","61467","12978","46179","14950","5474","8790","5","2237","0","0","0","0","0","0","20210703"
"202106","2호선","시청","14","1","842","1763","1860","14975","4613","64814","6633","200414","8802","77430","11360","22797","16922","19360","17020","18897","21198","20182","25371","17294","30010","15601","35093","13175","75625","14559","161483","15107","49943","7260","34005","3595","34984","3606","25529","3849","3207","1524","1","59","0","1","0","0","0","0","20210703"
"202106","2호선","신답","4","1","1052","100","1755","487","6550","890","9858","1699","4205","1080","2180","1003","1950","1173","1808","1344","1767","1436","1594","1647","1488","2382","1682","3189","1769","4230","2233","9703","976","6552","589","3222","546","3377","534","3394","87","1709","0","9","0","0","0","0","0","0","20210703"
"202106","2호선","신당","24","9","6188","1100","11533","8661","26362","17028","41840","34245","24992","22571","17394","17831","16546","17917","18555","18159","19597","19021","19514","19319","20177","20659","23189","23956","27424","29700","32669","43357","20439","28683","14612","17106","13856","16686","12814","19595","2756","7887","1","77","0","0","0","0","0","0","20210703"
"202106","2호선","신대방","181","7","26149","1891","36950","8715","88550","17853","130425","32348","76528","22096","40883","17774","31804","18183","32145","21217","30551","23533","27223","26229","27039","35452","30566","41453","34057","59888","40888","93073","21873","80612","15635","51039","12507","55014","10554","61617","2900","27266","0","4","0","0","0","0","0","0","20210703"
"202106","2호선","신도림","3713","15","35758","4839","49765","17439","131054","39621","133861","109578","82632","62858","53442","58206","51495","54544","59198","57805","61366","61643","59828","59223","62811","66591","72684","75040","90721","102546","123634","168715","67229","119777","56970","65693","65938","63590","56779","79956","9603","34253","22","7289","0","1","0","0","0","0","20210703"
"202106","2호선","신림","237","12","40109","3706","75790","19644","203625","34585","311074","63808","177267","49526","92298","41946","74891","42580","79100","49982","74554","57346","66989","64001","66286","79514","75620","95686","82438","139259","83121","245476","50878","211491","42944","124849","46544","120268","44506","139486","10139","63466","1","69","1","1","0","0","0","0","20210703"
"202106","2호선","신설동","35","0","1067","383","1310","2273","3601","5566","6334","13082","4054","8209","3804","5939","4649","6264","5669","6076","6277","6188","6827","5461","7516","5089","7728","4245","10802","4796","10839","5544","4287","3970","2653","2287","2313","2061","1738","2598","397","1208","0","239","0","1","0","0","0","0","20210703"
"202106","2호선","신정네거리","39","0","8271","942","16971","3727","49959","5256","44209","11829","23093","7607","15248","7309","13415","8764","13330","9404","12394","10937","10835","11262","10818","14386","12326","18315","12545","26563","11512","45804","6827","35779","5052","19006","4296","16793","4010","19204","816","9131","4","477","1","0","0","0","0","0","20210703"
"202106","2호선","신촌","45","5","5155","2658","12632","16932","32080","34803","47287","79059","31859","83949","30307","51902","36286","48479","44464","51072","45463","59148","47783","52561","54454","48663","66062","51086","83434","66157","82902","94670","55226","59135","56671","30481","68028","26934","67720","30707","11498","13593","2","34","0","0","0","0","0","0","20210703"
"202106","2호선","아현","13","0","4278","1123","10960","8038","27259","13636","37421","23524","21384","11943","15030","9646","14067","9337","14194","10531","14108","11702","12805","12345","14661","13774","24890","15539","18968","20896","19595","31469","11414","23769","8007","14525","7237","14830","4964","16615","1332","6768","4","23","1","1","0","0","0","0","20210703"
"202106","2호선","양천구청","11","0","4885","828","11068","2304","32319","5670","29838","9747","15185","4846","10062","4689","8736","4717","9050","6295","9136","7085","7809","7472","7143","9104","8069","11370","8561","17023","8840","27562","3625","24901","2539","12956","2096","12620","2234","13535","625","7028","3","505","0","0","0","0","0","0","20210703"
"202106","2호선","역삼","27","0","3419","7400","8075","38631","14314","129504","23582","340955","22155","279383","22979","106015","30623","61473","37384","51806","44667","59051","52573","48320","67532","43073","87349","40739","181420","44443","284856","53226","139400","32039","76463","18176","80410","15421","64947","16658","10586","6779","2","2","0","1","1","0","0","0","20210703"
"202106","2호선","영등포구청","27","0","5705","2986","12736","14512","40313","37627","47132","125800","29459","55573","22530","26225","23320","22196","24712","23126","25591","25375","26375","23438","28402","24023","34762","26909","54915","33336","107795","52769","33349","35452","24451","19737","25942","19127","20561","21730","3850","9464","1","244","0","0","1","1","0","0","20210703"
"202106","2호선","왕십리(성동구청)","874","2","6955","837","9989","5418","25284","12493","43964","26959","26985","17432","17938","13460","18453","13426","20015","16111","20986","16983","20633","17282","22655","18201","28445","21875","32917","30741","35785","50912","21457","30974","19821","17022","26754","15214","28512","19954","4941","8312","11","78","0","0","0","0","0","0","20210703"
"202106","2호선","용답","13","1","2624","225","3290","862","7516","1738","12261","3315","6720","2281","4215","2452","3594","2592","3847","2951","4176","3147","3634","3078","3695","4231","4032","5310","4260","6139","3667","9809","2160","6833","1422","4289","1172","5502","1156","5940","339","2488","1","1","0","0","2","2","0","0","20210703"
"202106","2호선","용두(동대문구청)","32","0","1176","182","1555","963","4701","2285","8090","6409","4233","3503","3341","3068","3674","3289","3730","2804","3574","3399","3598","3719","3985","3952","4119","3930","4581","4285","5766","7446","2417","5263","1462","2623","1343","2797","898","2551","191","1244","0","19","0","0","0","0","0","0","20210703"
"202106","2호선","을지로3가","9","1","911","1683","1978","18284","5137","64623","8881","153068","9900","66142","11150","28314","15465","22983","17546","21996","20753","23968","23742","21648","27235","19893","34568","21667","73521","25618","128972","30721","49903","15190","34156","6682","45363","5165","45271","5662","5310","1908","2","179","0","0","0","0","0","0","20210703"
"202106","2호선","을지로4가","5","0","945","1253","1506","13007","3094","33019","5920","78686","6472","40328","8712","21851","11935","19888","14213","17415","16034","17100","18706","15888","21799","14165","25795","12718","50671","11832","69279","11436","29431","5982","15595","2993","13658","2915","11588","3402","2086","1294","2","108","1","0","0","0","0","0","20210703"
"202106","2호선","을지로입구","64","3","1704","2012","2899","28884","7675","117998","13246","291410","13992","135503","16743","58638","25033","49654","30391","41996","40023","41126","45420","35619","54603","31053","66615","31408","137169","34407","239134","39521","92855","19653","80662","10659","56892","10478","45993","11575","6249","3586","4","1586","0","0","0","0","0","0","20210703"
"202106","2호선","이대","42","0","2869","937","7826","8410","22937","11659","30568","32022","17650","30159","12793","20037","14108","17256","18160","19314","19600","22706","18499","18742","20924","17942","26625","18921","34455","23118","30259","34733","18485","25103","15316","14626","16280","15711","12816","18471","3166","8622","0","27","0","0","0","0","0","0","20210703"
"202106","2호선","잠실(송파구청)","80","19","11325","4508","45211","39865","109926","71117","153802","155436","107993","129538","68886","87169","68066","85117","74625","85336","80754","90931","83745","89044","93395","94790","114324","107391","156035","139584","196396","205060","121617","136104","119825","80748","105519","78006","90586","90081","15197","29413","13","289","0","0","1","0","0","0","20210703"
"202106","2호선","잠실나루","9","0","3088","1655","11574","10219","37939","23527","44852","37995","26790","23440","20747","17198","19769","14766","19837","18325","18438","18656","19842","16738","21852","16711","26908","17285","32800","22959","29963","38521","13809","28103","10284","16232","8099","16778","6735","18959","1718","6679","1","72","0","1","0","0","0","0","20210703"
"202106","2호선","잠실새내","12","0","4403","791","15911","9133","52908","16063","69655","26529","40827","28413","26237","21522","23997","22499","25998","25259","27042","27949","25136","29041","26715","34909","33312","38633","33310","52416","36977","80509","26817","53682","24994","28671","28050","25367","30158","29960","5624","10336","8","678","0","0","0","0","0","0","20210703"
"202106","2호선","종합운동장","4","0","1606","835","5673","6966","16237","12926","22676","22445","15380","10485","9324","8090","8814","7000","9250","8045","8977","9382","8501","10222","11548","13423","13076","20414","14784","22199","17581","33573","11040","17012","16257","9509","18190","9952","12477","12379","1367","3913","3","274","0","0","0","0","0","0","20210703"
"202106","2호선","충정로(경기대입구)","40","1","2996","988","6449","5980","15546","20718","21518","61118","13443","27185","9697","12084","10390","9914","10752","10022","11911","11565","12254","10218","13381","10325","16491","11216","24827","14174","49566","20957","14290","14274","9212","8829","9205","9321","8085","11133","1326","4264","0","81","0","0","0","0","0","0","20210703"
"202106","2호선","한양대","10","3","976","230","2194","5599","4958","12003","8237","37892","6480","33641","6244","20031","8340","12237","9617","15402","11031","15664","12347","12803","14208","8989","19883","7981","30475","9074","27398","9915","13176","6024","10124","4242","10249","4434","9117","5339","3269","2364","1","4","1","0","0","0","0","0","20210703"
"202106","2호선","합정","47","2","7414","2808","17437","15301","43598","33017","55771","93190","35421","78212","24762","42091","25478","41869","30047","44826","34181","50083","36463","46082","39489","45705","48306","53862","66284","69937","108858","106646","69362","67275","53213","32572","70916","27357","72126","30239","11881","14074","1","527","0","0","0","0","0","0","20210703"
"202106","2호선","홍대입구","258","10","11271","2975","20930","14080","56687","34231","74842","96590","46502","105606","34996","74012","40033","82452","50771","103474","59356","113715","64308","109893","79136","112375","98663","120598","121883","143318","152578","181911","116775","115297","116231","53077","167876","39418","168232","44748","25242","22255","124","2378","0","0","0","0","0","0","20210703"
"202106","3호선","가락시장","17","0","2376","557","6894","5714","19112","11864","21633","29922","15181","15353","12294","10799","12233","9973","11984","10543","12190","11162","11973","11350","12994","12719","14984","13937","19377","16084","28707","22213","11480","16174","8813","10442","8201","8726","6333","9362","956","3799","1","875","0","1","0","0","0","0","20210703"
"202106","3호선","경복궁(정부서울청사)","33","1","2676","1654","5464","14019","13573","42972","19457","108110","17921","51467","13964","30611","16079","28699","19118","26928","22618","28638","27101","26109","32986","22810","42530","23769","59219","25005","93632","29893","37318","18649","29620","9853","33820","8749","24043","10001","2652","4259","6","127","0","2","0","0","0","0","20210703"
"202106","3호선","경찰병원","21","0","2424","167","7266","2898","21952","8480","24585","30240","13777","13079","9942","8352","8944","6430","8218","7223","8888","8588","8833","7543","9363","8179","9270","8802","14572","12742","20697","20331","6583","15703","5121","9841","5042","7835","3488","8537","472","3716","0","724","0","0","0","0","0","0","20210703"
"202106","3호선","고속터미널","126","0","4576","3108","6631","29398","24162","43213","39277","67635","42361","86598","42955","76773","52326","83203","64774","77685","69888","79707","79378","80438","86982","83251","98372","81611","113070","87740","120279","101120","96155","62898","108488","37705","69591","29538","46119","24404","12306","8791","7","266","0","0","0","0","0","0","20210703"
"202106","3호선","교대(법원.검찰청)","8","0","1231","634","3203","6759","7468","20177","12081","49033","9620","33501","10390","14755","13407","9929","14525","9656","17728","10282","19659","9194","20923","8856","24431","9433","39136","11947","65346","16388","26061","8558","20653","3930","24827","3397","26415","4031","2523","1710","0","15","0","0","0","0","0","0","20210703"
"202106","3호선","구파발","160","1","9550","1416","29979","10291","83927","23740","78506","29048","39140","25587","26352","24515","25618","20662","26542","22496","24588","23742","24199","24767","28066","25040","34684","29329","35147","38803","29399","66283","18030","58127","14465","31524","12811","28599","11075","28226","1787","17624","9","2247","1","8","0","0","0","0","20210703"
"202106","3호선","금호","45","20","4620","570","10025","2841","26544","5153","35292","9223","20998","6952","13329","6219","11315","6811","11474","7725","11003","8935","9678","9515","9583","11894","10368","13366","11493","19543","11479","30386","7063","21080","5478","14217","4806","12270","4165","15166","901","4700","0","1","0","1","0","0","0","0","20210703"
"202106","3호선","남부터미널(예술의전당)","18","1","2639","1376","8365","23465","26512","57743","38491","157354","30612","82361","28284","47306","32662","35821","36076","36232","38290","41133","38150","41337","43314","39897","52711","40635","87498","46155","136540","55159","60054","35946","40380","21046","38593","16709","29892","15521","4719","6797","4","68","0","0","0","0","0","0","20210703"
"202106","3호선","녹번","21","0","9870","562","24508","4277","65972","7686","73801","18520","39600","10325","23898","8957","19813","9629","19213","11369","17620","11832","15717","13475","14855","15477","16051","23185","16890","31536","19117","57007","9197","49507","6932","27557","5732","25422","4583","27563","1007","12182","0","35","0","0","0","0","0","0","20210703"
"202106","3호선","대청","99","0","3503","1095","10292","7091","26215","15424","30006","26621","16408","11093","12417","7461","11723","7472","11422","8703","12175","9466","12792","9756","18946","12479","18163","13245","21348","16644","25893","24670","10226","21014","7080","13316","5975","12032","4686","15389","1045","5804","0","67","0","0","0","0","0","0","20210703"
"202106","3호선","대치","8","0","2481","729","10788","7892","23835","18864","22526","25552","13091","16957","10639","12364","10631","11211","12852","13594","13094","16677","13053","15711","15859","18507","17106","20579","23560","24607","26760","26815","17064","21263","12466","11068","15903","10328","27639","11399","2367","4551","1","23","0","1","0","0","0","0","20210703"
"202106","3호선","도곡","26","3","1054","365","3847","4707","8900","14122","10871","22123","6975","15022","5369","6983","5588","6057","5942","6181","6363","6744","7004","5990","8555","6219","11184","6170","16068","7475","17662","10401","9191","8671","5799","4595","5248","4336","4714","5241","761","1680","3","888","0","0","0","0","0","0","20210703"
"202106","3호선","독립문","104","1","5139","808","5527","6171","15733","15261","18718","21078","13323","13617","11203","11860","10611","9393","11192","9066","10968","10746","11766","9476","12098","10140","15729","10798","14246","13118","16232","16472","7662","13308","5346","7899","4360","7244","3608","8345","677","3435","2","1890","0","1","0","0","0","0","20210703"
"202106","3호선","동대입구","21","1","1405","1088","2433","9641","5594","13634","7247","46603","5771","25041","4728","14299","5626","12062","7209","11237","8246","11382","10357","10019","12042","7723","15437","8540","33460","9180","31751","10616","14449","6427","9872","3599","11356","4264","10257","4613","1839","1817","1","172","0","0","0","0","0","0","20210703"
"202106","3호선","매봉","7","1","1556","517","6741","9013","16412","23242","19668","69143","13328","40561","10850","14040","10959","12036","11504","11273","12818","11740","14272","10475","16043","11231","19252","12013","35487","16342","65933","22573","22667","14976","14121","8573","16477","7401","11520","8873","1622","3386","4","306","0","0","0","0","0","0","20210703"
"202106","3호선","무악재","11","1","1854","307","5181","2424","14255","3023","16062","6015","9508","3265","6319","3098","5457","3295","5346","3498","4983","4024","4283","4197","4184","5383","4973","6419","5961","8435","6490","14813","2843","12401","2071","7011","1805","6665","1509","7341","314","3123","0","0","0","0","0","0","0","0","20210703"
"202106","3호선","불광","27","0","9265","1100","19433","5769","51513","10723","60645","33290","33507","29822","23361","24288","21808","22695","22962","24188","23201","25684","23440","25093","23962","26909","26173","30083","27913","37436","29760","56061","16287","46305","12842","26200","11486","21929","8105","24407","1691","11492","3","300","0","0","0","0","0","0","20210703"
"202106","3호선","수서","263","7","4574","2139","12377","16166","33590","34164","41524","52367","26435","30952","24642","21538","20564","16761","26364","21215","23423","20327","19526","20504","28400","24222","35533","26163","40883","32517","49782","46185","22662","34378","21453","22128","14254","18843","13250","23059","3105","7237","2","597","0","1","0","0","0","0","20210703"
"202106","3호선","신사","26","1","2710","1552","5423","20778","9945","43962","17340","114805","13786","134907","16558","66632","22034","45330","25489","44390","29624","48901","36797","45584","45107","42725","56248","44139","85384","50416","134142","68505","89182","33318","58982","12655","77506","9537","67993","9820","6608","3982","0","145","0","0","0","0","0","0","20210703"
"202106","3호선","안국","21","1","1619","1503","2991","20759","5742","91228","8093","99061","7139","57095","8439","32836","12552","33681","18676","30988","19805","32426","25564","28289","36331","23922","48897","21245","91279","20608","100316","20547","40520","9996","31318","4965","30634","4275","20379","4518","2424","1968","2","23","0","0","0","0","0","0","20210703"
"202106","3호선","압구정","38","2","2868","1947","8027","22447","15287","45846","22705","136321","18159","158426","21782","71472","28109","53866","33028","46377","36606","50866","42943","45189","52092","40996","63631","42203","87913","49466","132800","55607","93897","29386","72674","13929","59193","10872","45723","11372","6006","3931","9","924","0","0","1","1","0","0","20210703"
"202106","3호선","약수","106","12","6058","965","10284","5871","25202","15914","38141","34514","25359","19856","17653","14339","16738","13652","17958","14492","17947","14476","17145","15744","18164","17133","21306","20975","24329","26615","32871","40029","16493","25921","13576","16467","14410","15837","12137","17491","2139","6136","5","1226","0","0","0","0","0","0","20210703"
"202106","3호선","양재(서초구청)","34","1","5336","2677","13568","41082","34852","107380","44349","245673","31897","123266","28935","52522","31809","41811","34853","38288","39330","43883","42478","37938","50689","38718","65331","41137","120383","53212","203360","72407","86308","47470","56700","27863","56458","25367","43243","26314","4871","10172","1","843","0","0","0","0","0","0","20210703"
"202106","3호선","연신내","296","10","26860","1735","51882","11362","131527","24692","156035","34384","85441","34640","54844","33488","50185","35144","52765","36521","49774","40119","46119","41108","46480","51861","55618","61750","49978","80640","46317","131479","31844","118732","25493","62232","26033","59101","23052","60026","3785","32943","1","1823","0","0","0","0","0","0","20210703"
